Country,Mode,Battery_type,Powertrain,Year,EV_sales,Mass_vehicule,Scenario,Installed_battery_cap,Metal,Metal intensity (g/kWh),Metal_demand_t,Fiability_used,Comment
Canada,Vans,LMO,PHEV,2024,6400.0,1.9577507575642077,Current Measures,0.0,Copper,440.3793092817998,0.0,No comparison,(Gr-LMO)
Canada,Vans,LMO,PHEV,2024,6400.0,1.9577507575642077,Current Measures,0.0,Lithium,355.95804320184345,0.0,Variability in data,mean of Variability in data
Canada,Vans,LMO,PHEV,2024,6400.0,1.9577507575642077,Current Measures,0.0,Manganese,1277.1002589838204,0.0,No comparison,(Gr-LMO)
Canada,Vans,NCA,PHEV,2024,6400.0,1.9577507575642077,Current Measures,11582.95039999999,Cobalt,149.56368345160004,1.7323887270611826,Small variability in data,mean of Small variability in data
Canada,Vans,NCA,PHEV,2024,6400.0,1.9577507575642077,Current Measures,11582.95039999999,Copper,484.997905396169,5.6177066823077135,Variability in data,mean of Variability in data
Canada,Vans,NCA,PHEV,2024,6400.0,1.9577507575642077,Current Measures,11582.95039999999,Graphite,65.2555225805155,0.7558514813761904,No comparison,"(battery production, Li-ion, NCA, rechargeable)"
Canada,Vans,NCA,PHEV,2024,6400.0,1.9577507575642077,Current Measures,11582.95039999999,Lithium,179.0,2.0733481215999983,Small variability in data,mean of Small variability in data
Canada,Vans,NCA,PHEV,2024,6400.0,1.9577507575642077,Current Measures,11582.95039999999,Manganese,59.41948687206784,0.6882529692326124,Small variability in data,"(battery production, Li-ion, NCA, rechargeable)"
Canada,Vans,NCA,PHEV,2024,6400.0,1.9577507575642077,Current Measures,11582.95039999999,Nickel,791.469154288161,9.167547957249708,Small variability in data,mean of Small variability in data
Canada,Vans,NMC,PHEV,2024,6400.0,1.9577507575642077,Current Measures,58966.73280000002,Cobalt,216.0569064717551,12.740169873514578,Small variability in data,mean of Small variability in data
Canada,Vans,NMC,PHEV,2024,6400.0,1.9577507575642077,Current Measures,58966.73280000002,Copper,317.07315106442,18.696767776869695,No comparison,(Gr-NMC)
Canada,Vans,NMC,PHEV,2024,6400.0,1.9577507575642077,Current Measures,58966.73280000002,Lithium,373.86187056491104,22.0454130257093,Variability in data,mean of Variability in data
Canada,Vans,NMC,PHEV,2024,6400.0,1.9577507575642077,Current Measures,58966.73280000002,Manganese,158.5365755322099,9.348383888434842,No comparison,(Gr-NMC)
Canada,Vans,NMC,PHEV,2024,6400.0,1.9577507575642077,Current Measures,58966.73280000002,Nickel,563.6856690888599,33.23870223235203,No comparison,(Gr-NMC)
Canada,Vans,Na-ion,PHEV,2024,6400.0,1.9577507575642077,Current Measures,2632.7424000000005,Manganese,554.878014362737,1.4608508752405869,Variability in data,
Canada,Vans,Na-ion,PHEV,2024,6400.0,1.9577507575642077,Current Measures,2632.7424000000005,Nickel,334.688460516676,0.881148500792979,Small variability in data,
Canada,2 and 3 wheelers,LFP,BEV,2025,243.2677962581561,0.09808569078889517,Current Measures,729.8033887744683,Aluminum,46.40007822418474,0.033862934327410436,No comparison,"(battery production, Li-ion, LFP, rechargeable)"
Canada,2 and 3 wheelers,LFP,BEV,2025,243.2677962581561,0.09808569078889517,Current Measures,729.8033887744683,Cobalt,1536.85058087675,1.1215987619638623,Important variability in data,"(battery production, Li-ion, LFP, rechargeable)"
Canada,2 and 3 wheelers,LFP,BEV,2025,243.2677962581561,0.09808569078889517,Current Measures,729.8033887744683,Copper,493.2248344592003,0.3599571556160505,Variability in data,(Gr-LFP)
Canada,2 and 3 wheelers,LFP,BEV,2025,243.2677962581561,0.09808569078889517,Current Measures,729.8033887744683,Lithium,128.51391608843448,0.09378989146601716,Small variability in data,mean of Small variability in data
Canada,2 and 3 wheelers,LFP,BEV,2025,243.2677962581561,0.09808569078889517,Current Measures,729.8033887744683,Manganese,1492.4507879970258,1.089195642659355,Variability in data,"(battery production, Li-ion, LFP, rechargeable)"
Canada,2 and 3 wheelers,LFP,BEV,2025,243.2677962581561,0.09808569078889517,Current Measures,729.8033887744683,Nickel,140.0,0.10217247442842556,Variability in data,"(battery production, Li-ion, LFP, rechargeable)"
Canada,Buses,NMC,BEV,2025,300.5072777306634,5.6752374182090595,Current Measures,90152.18331919903,Cobalt,216.0569064717551,19.478001839620706,Small variability in data,mean of Small variability in data
Canada,Buses,NMC,BEV,2025,300.5072777306634,5.6752374182090595,Current Measures,90152.18331919903,Copper,317.07315106442,28.584836840355678,No comparison,(Gr-NMC)
Canada,Buses,NMC,BEV,2025,300.5072777306634,5.6752374182090595,Current Measures,90152.18331919903,Lithium,373.86187056491104,33.704463891226524,Variability in data,mean of Variability in data
Canada,Buses,NMC,BEV,2025,300.5072777306634,5.6752374182090595,Current Measures,90152.18331919903,Manganese,158.5365755322099,14.29241842017783,No comparison,(Gr-NMC)
Canada,Buses,NMC,BEV,2025,300.5072777306634,5.6752374182090595,Current Measures,90152.18331919903,Nickel,563.6856690888599,50.81749377410426,No comparison,(Gr-NMC)
Canada,Cars,LFP,BEV,2025,271887.53699440975,1.0,Current Measures,7535988.429135153,Aluminum,46.40007822418474,349.6704526084222,No comparison,"(battery production, Li-ion, LFP, rechargeable)"
Canada,Cars,LFP,BEV,2025,271887.53699440975,1.0,Current Measures,7535988.429135153,Cobalt,1536.85058087675,11581.688194796827,Important variability in data,"(battery production, Li-ion, LFP, rechargeable)"
Canada,Cars,LFP,BEV,2025,271887.53699440975,1.0,Current Measures,7535988.429135153,Copper,493.2248344592003,3716.936645446635,Variability in data,(Gr-LFP)
Canada,Cars,LFP,BEV,2025,271887.53699440975,1.0,Current Measures,7535988.429135153,Lithium,128.51391608843448,968.4793846252883,Small variability in data,mean of Small variability in data
Canada,Cars,LFP,BEV,2025,271887.53699440975,1.0,Current Measures,7535988.429135153,Manganese,1492.4507879970258,11247.091869399228,Variability in data,"(battery production, Li-ion, LFP, rechargeable)"
Canada,Cars,LFP,BEV,2025,271887.53699440975,1.0,Current Measures,7535988.429135153,Nickel,140.0,1055.0383800789214,Variability in data,"(battery production, Li-ion, LFP, rechargeable)"
Canada,Cars,LMO,BEV,2025,271887.53699440975,1.0,Current Measures,0.0,Cobalt,500.0,0.0,Variability in data,
Canada,Cars,LMO,BEV,2025,271887.53699440975,1.0,Current Measures,0.0,Copper,440.3793092817998,0.0,No comparison,(Gr-LMO)
Canada,Cars,LMO,BEV,2025,271887.53699440975,1.0,Current Measures,0.0,Lithium,355.95804320184345,0.0,Variability in data,mean of Variability in data
Canada,Cars,LMO,BEV,2025,271887.53699440975,1.0,Current Measures,0.0,Manganese,1277.1002589838204,0.0,No comparison,(Gr-LMO)
