Country,Mode,Battery_type,Powertrain,Year,EV_sales,Mass_vehicule,Scenario,Installed_battery_cap,Metal,Metal intensity (g/kWh),Metal_demand_t,Fiability_used,Comment
Canada,Vans,NCA,PHEV,2024,6400.0,1.9577507575642077,Current Measures,40460.799999999996,Manganese,59.41948687206784,2.4041599744333624,Small variability in data,"(battery production, Li-ion, NCA, rechargeable)"
Canada,Vans,NCA,PHEV,2024,6400.0,1.9577507575642077,Current Measures,40460.799999999996,Nickel,791.469154288161,32.023475157822425,Small variability in data,mean of Small variability in data
Canada,Vans,NMC,PHEV,2024,6400.0,1.9577507575642077,Current Measures,73945.6,Cobalt,216.0569064717551,15.976457583197815,Small variability in data,mean of Small variability in data
Canada,Vans,NMC,PHEV,2024,6400.0,1.9577507575642077,Current Measures,73945.6,Copper,317.07315106442,23.44616439934918,No comparison,(Gr-NMC)
Canada,Vans,NMC,PHEV,2024,6400.0,1.9577507575642077,Current Measures,73945.6,Lithium,373.86187056491104,27.645440336044686,Variability in data,mean of Variability in data
Canada,Vans,NMC,PHEV,2024,6400.0,1.9577507575642077,Current Measures,73945.6,Manganese,158.5365755322099,11.72308219967458,No comparison,(Gr-NMC)
Canada,Vans,NMC,PHEV,2024,6400.0,1.9577507575642077,Current Measures,73945.6,Nickel,563.6856690888599,41.6820750121772,No comparison,(Gr-NMC)
Canada,Vans,Na-ion,PHEV,2024,6400.0,1.9577507575642077,Current Measures,8371.199999999999,Manganese,554.878014362737,4.644994833833343,Variability in data,
Canada,Vans,Na-ion,PHEV,2024,6400.0,1.9577507575642077,Current Measures,8371.199999999999,Nickel,334.688460516676,2.801744040677198,Small variability in data,
Canada,2 and 3 wheelers,LFP,BEV,2025,243.2677962581561,0.09808569078889517,Current Measures,729.8033887744683,Aluminum,46.40007822418474,0.033862934327410436,No comparison,"(battery production, Li-ion, LFP, rechargeable)"
Canada,2 and 3 wheelers,LFP,BEV,2025,243.2677962581561,0.09808569078889517,Current Measures,729.8033887744683,Cobalt,1536.85058087675,1.1215987619638623,Important variability in data,"(battery production, Li-ion, LFP, rechargeable)"
Canada,2 and 3 wheelers,LFP,BEV,2025,243.2677962581561,0.09808569078889517,Current Measures,729.8033887744683,Copper,493.2248344592003,0.3599571556160505,Variability in data,(Gr-LFP)
Canada,2 and 3 wheelers,LFP,BEV,2025,243.2677962581561,0.09808569078889517,Current Measures,729.8033887744683,Lithium,128.51391608843448,0.09378989146601716,Small variability in data,mean of Small variability in data
