"","Scenario","Region","Variable","Type","Year","Value"
"6462","Canada Net-zero","Nova Scotia","Solar","Primary Fuel",2046,33.469121737
"6463","Current Measures","Nova Scotia","Solar","Primary Fuel",2046,285.66915031
"6464","Global Net-zero","Nova Scotia","Solar","Primary Fuel",2046,166.98092103
"6465","Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2046,24745.617153
"6466","Current Measures","Nova Scotia","Wind","Primary Fuel",2046,7607.480029
"6467","Global Net-zero","Nova Scotia","Wind","Primary Fuel",2046,24486.467929
"6468","Canada Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2046,609.3692582
"6469","Current Measures","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2046,344.3056372
"6470","Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2046,515.6007154
"6471","Canada Net-zero","Northwest Territories","Natural Gas","Primary Fuel",2046,37.54879401
"6472","Current Measures","Northwest Territories","Natural Gas","Primary Fuel",2046,0
"6473","Global Net-zero","Northwest Territories","Natural Gas","Primary Fuel",2046,29.36724564
"6474","Canada Net-zero","Northwest Territories","Oil","Primary Fuel",2046,17.9874445
"6475","Current Measures","Northwest Territories","Oil","Primary Fuel",2046,10.97547408
"6476","Global Net-zero","Northwest Territories","Oil","Primary Fuel",2046,11.18440321
"6477","Canada Net-zero","Northwest Territories","Solar","Primary Fuel",2046,61.685662859
"6478","Current Measures","Northwest Territories","Solar","Primary Fuel",2046,3.229816413
"6479","Global Net-zero","Northwest Territories","Solar","Primary Fuel",2046,64.116457849
"6480","Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2046,78.90529701
"6481","Current Measures","Northwest Territories","Wind","Primary Fuel",2046,20.0310214
"6482","Global Net-zero","Northwest Territories","Wind","Primary Fuel",2046,37.86329261
"6483","Current Measures","Nunavut","Biomass / Geothermal","Primary Fuel",2046,171.0130109
"6484","Canada Net-zero","Nunavut","Oil","Primary Fuel",2046,342.3285861
"6485","Current Measures","Nunavut","Oil","Primary Fuel",2046,85.97679517
"6486","Global Net-zero","Nunavut","Oil","Primary Fuel",2046,327.4575672
"6487","Canada Net-zero","Nunavut","Solar","Primary Fuel",2046,45.327110654
"6488","Current Measures","Nunavut","Solar","Primary Fuel",2046,43.847875208
"6489","Global Net-zero","Nunavut","Solar","Primary Fuel",2046,45.321081304
"6490","Canada Net-zero","Nunavut","Wind","Primary Fuel",2046,92.32098798
"6491","Current Measures","Nunavut","Wind","Primary Fuel",2046,90.69496319
"6492","Global Net-zero","Nunavut","Wind","Primary Fuel",2046,92.2297362
"6493","Canada Net-zero","Ontario","Biomass / Geothermal","Primary Fuel",2046,10973.572318
"6494","Current Measures","Ontario","Biomass / Geothermal","Primary Fuel",2046,1908.236432
"6495","Global Net-zero","Ontario","Biomass / Geothermal","Primary Fuel",2046,4325.4388563
"6496","Canada Net-zero","Ontario","Hydro / Wave / Tidal","Primary Fuel",2046,40616.97848
"6497","Current Measures","Ontario","Hydro / Wave / Tidal","Primary Fuel",2046,37216.61364
"6498","Global Net-zero","Ontario","Hydro / Wave / Tidal","Primary Fuel",2046,41184.49774
"6499","Canada Net-zero","Ontario","Natural Gas","Primary Fuel",2046,22965.457248
"6500","Current Measures","Ontario","Natural Gas","Primary Fuel",2046,10751.62876
"6501","Global Net-zero","Ontario","Natural Gas","Primary Fuel",2046,33859.18339
"6502","Canada Net-zero","Ontario","Oil","Primary Fuel",2046,0
"6503","Current Measures","Ontario","Oil","Primary Fuel",2046,0
"6504","Global Net-zero","Ontario","Oil","Primary Fuel",2046,0
"6505","Canada Net-zero","Ontario","Solar","Primary Fuel",2046,17897.871201
"6506","Current Measures","Ontario","Solar","Primary Fuel",2046,15773.476363
"6507","Global Net-zero","Ontario","Solar","Primary Fuel",2046,17198.673991
"6508","Canada Net-zero","Ontario","Uranium","Primary Fuel",2046,162826.08839
"6509","Current Measures","Ontario","Uranium","Primary Fuel",2046,82976.1851
"6510","Global Net-zero","Ontario","Uranium","Primary Fuel",2046,165029.90174
"6511","Canada Net-zero","Ontario","Wind","Primary Fuel",2046,200132.5222
"6512","Current Measures","Ontario","Wind","Primary Fuel",2046,83097.21225
"6513","Global Net-zero","Ontario","Wind","Primary Fuel",2046,176727.92
"6514","Canada Net-zero","Prince Edward Island","Biomass / Geothermal","Primary Fuel",2046,3.197442656
"6515","Current Measures","Prince Edward Island","Biomass / Geothermal","Primary Fuel",2046,90.6330432
"6516","Global Net-zero","Prince Edward Island","Biomass / Geothermal","Primary Fuel",2046,3.76062017
"6517","Canada Net-zero","Prince Edward Island","Oil","Primary Fuel",2046,0
"6518","Current Measures","Prince Edward Island","Oil","Primary Fuel",2046,2.26217859
"6519","Global Net-zero","Prince Edward Island","Oil","Primary Fuel",2046,0
"6520","Canada Net-zero","Prince Edward Island","Solar","Primary Fuel",2046,101.401966383
"6521","Current Measures","Prince Edward Island","Solar","Primary Fuel",2046,109.044889418
"6522","Global Net-zero","Prince Edward Island","Solar","Primary Fuel",2046,133.819679843
"6523","Canada Net-zero","Prince Edward Island","Uranium","Primary Fuel",2046,2809.094013
"6524","Global Net-zero","Prince Edward Island","Uranium","Primary Fuel",2046,2610.499485
"6525","Canada Net-zero","Prince Edward Island","Wind","Primary Fuel",2046,1559.373152
"6526","Current Measures","Prince Edward Island","Wind","Primary Fuel",2046,2801.913642
"6527","Global Net-zero","Prince Edward Island","Wind","Primary Fuel",2046,1442.282703
"6528","Canada Net-zero","Quebec","Biomass / Geothermal","Primary Fuel",2046,1674.005165
"6529","Current Measures","Quebec","Biomass / Geothermal","Primary Fuel",2046,21586.51252
"6530","Global Net-zero","Quebec","Biomass / Geothermal","Primary Fuel",2046,1702.49082391
"6531","Canada Net-zero","Quebec","Hydro / Wave / Tidal","Primary Fuel",2046,266362.5409
"6532","Current Measures","Quebec","Hydro / Wave / Tidal","Primary Fuel",2046,248567.3318
"6533","Global Net-zero","Quebec","Hydro / Wave / Tidal","Primary Fuel",2046,263516.0043
"6534","Canada Net-zero","Quebec","Natural Gas","Primary Fuel",2046,0
"6535","Current Measures","Quebec","Natural Gas","Primary Fuel",2046,0
"6536","Global Net-zero","Quebec","Natural Gas","Primary Fuel",2046,0
"6537","Canada Net-zero","Quebec","Oil","Primary Fuel",2046,324.0575278
"6538","Current Measures","Quebec","Oil","Primary Fuel",2046,320.616
"6539","Global Net-zero","Quebec","Oil","Primary Fuel",2046,321.225307
"6540","Canada Net-zero","Quebec","Solar","Primary Fuel",2046,757.960787085
"6541","Current Measures","Quebec","Solar","Primary Fuel",2046,1592.5032702
"6542","Global Net-zero","Quebec","Solar","Primary Fuel",2046,1499.9249061
"6543","Canada Net-zero","Quebec","Uranium","Primary Fuel",2046,19750.95328
"6544","Global Net-zero","Quebec","Uranium","Primary Fuel",2046,18113.78575
"6545","Canada Net-zero","Quebec","Wind","Primary Fuel",2046,22979.86319
"6546","Current Measures","Quebec","Wind","Primary Fuel",2046,35001.5117
"6547","Global Net-zero","Quebec","Wind","Primary Fuel",2046,18399.58551
"6548","Canada Net-zero","Saskatchewan","Biomass / Geothermal","Primary Fuel",2046,16147.849518
"6549","Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel",2046,213.5674197
"6550","Global Net-zero","Saskatchewan","Biomass / Geothermal","Primary Fuel",2046,16164.0563826
"6551","Canada Net-zero","Saskatchewan","Coal & Coke","Primary Fuel",2046,0
"6552","Current Measures","Saskatchewan","Coal & Coke","Primary Fuel",2046,654.81
"6553","Global Net-zero","Saskatchewan","Coal & Coke","Primary Fuel",2046,0
"6554","Canada Net-zero","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2046,4160.542661
"6555","Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2046,3818.508543
"6556","Global Net-zero","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2046,4092.26856
"6557","Canada Net-zero","Saskatchewan","Natural Gas","Primary Fuel",2046,1443.8897771
"6558","Current Measures","Saskatchewan","Natural Gas","Primary Fuel",2046,8282.188956
"6559","Global Net-zero","Saskatchewan","Natural Gas","Primary Fuel",2046,2469.20699627
"6560","Canada Net-zero","Saskatchewan","Oil","Primary Fuel",2046,0
"6561","Current Measures","Saskatchewan","Oil","Primary Fuel",2046,0
"6562","Global Net-zero","Saskatchewan","Oil","Primary Fuel",2046,0
"6563","Canada Net-zero","Saskatchewan","Solar","Primary Fuel",2046,3344.4050466
"6564","Current Measures","Saskatchewan","Solar","Primary Fuel",2046,6165.5699747
"6565","Global Net-zero","Saskatchewan","Solar","Primary Fuel",2046,2182.3803706
"6566","Canada Net-zero","Saskatchewan","Uranium","Primary Fuel",2046,6526.638226
"6567","Global Net-zero","Saskatchewan","Uranium","Primary Fuel",2046,6621.962883
"6568","Canada Net-zero","Saskatchewan","Wind","Primary Fuel",2046,20873.26573
"6569","Current Measures","Saskatchewan","Wind","Primary Fuel",2046,16721.31507
"6570","Global Net-zero","Saskatchewan","Wind","Primary Fuel",2046,15858.37818
"6571","Canada Net-zero","Yukon","Biomass / Geothermal","Primary Fuel",2046,21.764348255
"6572","Current Measures","Yukon","Biomass / Geothermal","Primary Fuel",2046,5.760328892
"6573","Global Net-zero","Yukon","Biomass / Geothermal","Primary Fuel",2046,11.132663077
"6574","Canada Net-zero","Yukon","Hydro / Wave / Tidal","Primary Fuel",2046,462.4421726
"6575","Current Measures","Yukon","Hydro / Wave / Tidal","Primary Fuel",2046,453.6337912
"6576","Global Net-zero","Yukon","Hydro / Wave / Tidal","Primary Fuel",2046,460.3146407
"6577","Canada Net-zero","Yukon","Natural Gas","Primary Fuel",2046,145.6866239
"6578","Current Measures","Yukon","Natural Gas","Primary Fuel",2046,68.92123028
"6579","Global Net-zero","Yukon","Natural Gas","Primary Fuel",2046,135.3661399
"6580","Canada Net-zero","Yukon","Oil","Primary Fuel",2046,99.64837221
"6581","Current Measures","Yukon","Oil","Primary Fuel",2046,22.334277
"6582","Global Net-zero","Yukon","Oil","Primary Fuel",2046,84.62376744
"6583","Canada Net-zero","Yukon","Solar","Primary Fuel",2046,61.445029666
"6584","Current Measures","Yukon","Solar","Primary Fuel",2046,47.480082728
"6585","Global Net-zero","Yukon","Solar","Primary Fuel",2046,61.445029666
"6586","Canada Net-zero","Yukon","Wind","Primary Fuel",2046,51.13600448
"6587","Current Measures","Yukon","Wind","Primary Fuel",2046,14.57229873
"6588","Global Net-zero","Yukon","Wind","Primary Fuel",2046,52.29950692
"6589","Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel",2047,21928.9767155
"6590","Current Measures","Alberta","Biomass / Geothermal","Primary Fuel",2047,202.82734765
"6591","Global Net-zero","Alberta","Biomass / Geothermal","Primary Fuel",2047,21907.4854306
"6592","Canada Net-zero","Alberta","Coal & Coke","Primary Fuel",2047,0
"6593","Current Measures","Alberta","Coal & Coke","Primary Fuel",2047,0
"6594","Global Net-zero","Alberta","Coal & Coke","Primary Fuel",2047,0
"6595","Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2047,1323.820991
"6596","Current Measures","Alberta","Hydro / Wave / Tidal","Primary Fuel",2047,1647.264226
"6597","Global Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2047,1312.821169
"6598","Canada Net-zero","Alberta","Natural Gas","Primary Fuel",2047,24344.3025297
"6599","Current Measures","Alberta","Natural Gas","Primary Fuel",2047,69410.04626
"6600","Global Net-zero","Alberta","Natural Gas","Primary Fuel",2047,20990.8264491
"6601","Canada Net-zero","Alberta","Oil","Primary Fuel",2047,0
"6602","Current Measures","Alberta","Oil","Primary Fuel",2047,0
"6603","Global Net-zero","Alberta","Oil","Primary Fuel",2047,0
"6604","Canada Net-zero","Alberta","Solar","Primary Fuel",2047,28084.16483
"6605","Current Measures","Alberta","Solar","Primary Fuel",2047,11771.967072
"6606","Global Net-zero","Alberta","Solar","Primary Fuel",2047,25087.36727
"6607","Canada Net-zero","Alberta","Uranium","Primary Fuel",2047,14559.40313
"6608","Global Net-zero","Alberta","Uranium","Primary Fuel",2047,8543.509194
"6609","Canada Net-zero","Alberta","Wind","Primary Fuel",2047,69029.79465
"6610","Current Measures","Alberta","Wind","Primary Fuel",2047,39213.73396
"6611","Global Net-zero","Alberta","Wind","Primary Fuel",2047,50240.5558
"6612","Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel",2047,4917.254093
"6613","Current Measures","British Columbia","Biomass / Geothermal","Primary Fuel",2047,2623.08908303
"6614","Global Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel",2047,4502.74957832
"6615","Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2047,60752.92935
"6616","Current Measures","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2047,62849.72976
"6617","Global Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2047,61950.4915
"6618","Canada Net-zero","British Columbia","Natural Gas","Primary Fuel",2047,2130.683286
"6619","Current Measures","British Columbia","Natural Gas","Primary Fuel",2047,8071.964214
"6620","Global Net-zero","British Columbia","Natural Gas","Primary Fuel",2047,3348.6532003
"6621","Canada Net-zero","British Columbia","Oil","Primary Fuel",2047,0
"6622","Current Measures","British Columbia","Oil","Primary Fuel",2047,0
"6623","Global Net-zero","British Columbia","Oil","Primary Fuel",2047,0
"6624","Canada Net-zero","British Columbia","Solar","Primary Fuel",2047,15391.996924
"6625","Current Measures","British Columbia","Solar","Primary Fuel",2047,11999.331013
"6626","Global Net-zero","British Columbia","Solar","Primary Fuel",2047,12299.001944
"6627","Canada Net-zero","British Columbia","Uranium","Primary Fuel",2047,13750.63237
"6628","Global Net-zero","British Columbia","Uranium","Primary Fuel",2047,13860.25861
"6629","Canada Net-zero","British Columbia","Wind","Primary Fuel",2047,34470.61374
"6630","Current Measures","British Columbia","Wind","Primary Fuel",2047,26896.50688
"6631","Global Net-zero","British Columbia","Wind","Primary Fuel",2047,24195.5465
"6632","Canada Net-zero","Manitoba","Biomass / Geothermal","Primary Fuel",2047,64.23734306
"6633","Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel",2047,1515.065797
"6634","Global Net-zero","Manitoba","Biomass / Geothermal","Primary Fuel",2047,66.87413566
"6635","Canada Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2047,49952.51803
"6636","Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2047,36747.03021
"6637","Global Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2047,49889.40805
"6638","Canada Net-zero","Manitoba","Natural Gas","Primary Fuel",2047,0
"6639","Current Measures","Manitoba","Natural Gas","Primary Fuel",2047,0
"6640","Global Net-zero","Manitoba","Natural Gas","Primary Fuel",2047,0
"6641","Canada Net-zero","Manitoba","Oil","Primary Fuel",2047,0
"6642","Current Measures","Manitoba","Oil","Primary Fuel",2047,0.445354031
"6643","Global Net-zero","Manitoba","Oil","Primary Fuel",2047,0
"6644","Canada Net-zero","Manitoba","Solar","Primary Fuel",2047,109.821821127
"6645","Current Measures","Manitoba","Solar","Primary Fuel",2047,863.11779406
"6646","Global Net-zero","Manitoba","Solar","Primary Fuel",2047,337.35551531
"6647","Canada Net-zero","Manitoba","Uranium","Primary Fuel",2047,14397.08207
"6648","Global Net-zero","Manitoba","Uranium","Primary Fuel",2047,11311.25258
"6649","Canada Net-zero","Manitoba","Wind","Primary Fuel",2047,1396.036058
"6650","Current Measures","Manitoba","Wind","Primary Fuel",2047,5445.658707
"6651","Global Net-zero","Manitoba","Wind","Primary Fuel",2047,1409.908769
"6652","Canada Net-zero","New Brunswick","Biomass / Geothermal","Primary Fuel",2047,145.3236145
"6653","Current Measures","New Brunswick","Biomass / Geothermal","Primary Fuel",2047,82.4362127
"6654","Global Net-zero","New Brunswick","Biomass / Geothermal","Primary Fuel",2047,184.4966932
"6655","Canada Net-zero","New Brunswick","Coal & Coke","Primary Fuel",2047,0
"6656","Current Measures","New Brunswick","Coal & Coke","Primary Fuel",2047,0
"6657","Global Net-zero","New Brunswick","Coal & Coke","Primary Fuel",2047,0
"6658","Canada Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2047,2855.532733
"6659","Current Measures","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2047,2254.11481
"6660","Global Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2047,2842.801011
"6661","Canada Net-zero","New Brunswick","Natural Gas","Primary Fuel",2047,0
"6662","Current Measures","New Brunswick","Natural Gas","Primary Fuel",2047,0
"6663","Global Net-zero","New Brunswick","Natural Gas","Primary Fuel",2047,0
"6664","Canada Net-zero","New Brunswick","Oil","Primary Fuel",2047,26.19048194
"6665","Current Measures","New Brunswick","Oil","Primary Fuel",2047,0.030422095
"6666","Global Net-zero","New Brunswick","Oil","Primary Fuel",2047,28.9300779
"6667","Canada Net-zero","New Brunswick","Solar","Primary Fuel",2047,88.71987716
"6668","Current Measures","New Brunswick","Solar","Primary Fuel",2047,73.95149862
"6669","Global Net-zero","New Brunswick","Solar","Primary Fuel",2047,387.85805006
"6670","Canada Net-zero","New Brunswick","Uranium","Primary Fuel",2047,10062.833339
"6671","Current Measures","New Brunswick","Uranium","Primary Fuel",2047,4918.088434
"6672","Global Net-zero","New Brunswick","Uranium","Primary Fuel",2047,9175.647078
"6673","Canada Net-zero","New Brunswick","Wind","Primary Fuel",2047,7743.483687
"6674","Current Measures","New Brunswick","Wind","Primary Fuel",2047,10889.69682
"6675","Global Net-zero","New Brunswick","Wind","Primary Fuel",2047,8440.165553
"6676","Canada Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2047,46506.19553
"6677","Current Measures","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2047,45421.28772
"6678","Global Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2047,46547.64443
"6679","Canada Net-zero","Newfoundland and Labrador","Natural Gas","Primary Fuel",2047,10.44
"6680","Current Measures","Newfoundland and Labrador","Natural Gas","Primary Fuel",2047,0
"6681","Global Net-zero","Newfoundland and Labrador","Natural Gas","Primary Fuel",2047,10.45107925
"6682","Canada Net-zero","Newfoundland and Labrador","Oil","Primary Fuel",2047,10.099987981
"6683","Current Measures","Newfoundland and Labrador","Oil","Primary Fuel",2047,0
"6684","Global Net-zero","Newfoundland and Labrador","Oil","Primary Fuel",2047,7.0296
"6685","Canada Net-zero","Newfoundland and Labrador","Solar","Primary Fuel",2047,22.021799147
"6686","Current Measures","Newfoundland and Labrador","Solar","Primary Fuel",2047,15.537397627
"6687","Global Net-zero","Newfoundland and Labrador","Solar","Primary Fuel",2047,22.021799147
"6688","Canada Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2047,194.4986979
"6689","Current Measures","Newfoundland and Labrador","Wind","Primary Fuel",2047,194.4986979
"6690","Global Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2047,194.4986979
"6691","Canada Net-zero","Nova Scotia","Biomass / Geothermal","Primary Fuel",2047,208.273636
"6692","Current Measures","Nova Scotia","Biomass / Geothermal","Primary Fuel",2047,482.9046708
"6693","Global Net-zero","Nova Scotia","Biomass / Geothermal","Primary Fuel",2047,224.3350256
"6694","Canada Net-zero","Nova Scotia","Coal & Coke","Primary Fuel",2047,0
"6695","Current Measures","Nova Scotia","Coal & Coke","Primary Fuel",2047,0
"6696","Global Net-zero","Nova Scotia","Coal & Coke","Primary Fuel",2047,0
"6697","Canada Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2047,499.8231772
"6698","Current Measures","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2047,983.4449294
"6699","Global Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2047,495.9985405
"6700","Canada Net-zero","Nova Scotia","Natural Gas","Primary Fuel",2047,134.5589995
"6701","Current Measures","Nova Scotia","Natural Gas","Primary Fuel",2047,4133.97954
"6702","Global Net-zero","Nova Scotia","Natural Gas","Primary Fuel",2047,74.88423274
"6703","Canada Net-zero","Nova Scotia","Oil","Primary Fuel",2047,6.4467
"6704","Current Measures","Nova Scotia","Oil","Primary Fuel",2047,0
"6705","Global Net-zero","Nova Scotia","Oil","Primary Fuel",2047,1.982836302
"6706","Canada Net-zero","Nova Scotia","Solar","Primary Fuel",2047,35.642990497
"6707","Current Measures","Nova Scotia","Solar","Primary Fuel",2047,478.6896483
"6708","Global Net-zero","Nova Scotia","Solar","Primary Fuel",2047,170.55677549
"6709","Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2047,25012.801888
"6710","Current Measures","Nova Scotia","Wind","Primary Fuel",2047,7711.261078
"6711","Global Net-zero","Nova Scotia","Wind","Primary Fuel",2047,24642.686466
"6712","Canada Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2047,608.4522827
"6713","Current Measures","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2047,346.3433082
"6714","Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2047,519.1717285
"6715","Canada Net-zero","Northwest Territories","Natural Gas","Primary Fuel",2047,37.41269149
"6716","Current Measures","Northwest Territories","Natural Gas","Primary Fuel",2047,0
"6717","Global Net-zero","Northwest Territories","Natural Gas","Primary Fuel",2047,33.4182475
"6718","Canada Net-zero","Northwest Territories","Oil","Primary Fuel",2047,18.39187205
"6719","Current Measures","Northwest Territories","Oil","Primary Fuel",2047,10.97547408
"6720","Global Net-zero","Northwest Territories","Oil","Primary Fuel",2047,13.04372617
"6721","Canada Net-zero","Northwest Territories","Solar","Primary Fuel",2047,61.686040313
"6722","Current Measures","Northwest Territories","Solar","Primary Fuel",2047,3.230802432
"6723","Global Net-zero","Northwest Territories","Solar","Primary Fuel",2047,64.140891473
"6724","Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2047,78.90062774
"6725","Current Measures","Northwest Territories","Wind","Primary Fuel",2047,20.22058499
"6726","Global Net-zero","Northwest Territories","Wind","Primary Fuel",2047,37.86329261
"6727","Current Measures","Nunavut","Biomass / Geothermal","Primary Fuel",2047,174.9148561
"6728","Canada Net-zero","Nunavut","Oil","Primary Fuel",2047,352.3268343
"6729","Current Measures","Nunavut","Oil","Primary Fuel",2047,88.2949618
"6730","Global Net-zero","Nunavut","Oil","Primary Fuel",2047,336.8939191
"6731","Canada Net-zero","Nunavut","Solar","Primary Fuel",2047,45.403294654
"6732","Current Measures","Nunavut","Solar","Primary Fuel",2047,44.122626008
"6733","Global Net-zero","Nunavut","Solar","Primary Fuel",2047,45.308524604
"6734","Canada Net-zero","Nunavut","Wind","Primary Fuel",2047,92.31401282
"6735","Current Measures","Nunavut","Wind","Primary Fuel",2047,90.83043942
"6736","Global Net-zero","Nunavut","Wind","Primary Fuel",2047,92.31342757
"6737","Canada Net-zero","Ontario","Biomass / Geothermal","Primary Fuel",2047,12466.18309
"6738","Current Measures","Ontario","Biomass / Geothermal","Primary Fuel",2047,1945.00109
"6739","Global Net-zero","Ontario","Biomass / Geothermal","Primary Fuel",2047,4546.3049643
"6740","Canada Net-zero","Ontario","Hydro / Wave / Tidal","Primary Fuel",2047,40577.80529
"6741","Current Measures","Ontario","Hydro / Wave / Tidal","Primary Fuel",2047,37223.9839
"6742","Global Net-zero","Ontario","Hydro / Wave / Tidal","Primary Fuel",2047,41081.49871
"6743","Canada Net-zero","Ontario","Natural Gas","Primary Fuel",2047,25426.596015
"6744","Current Measures","Ontario","Natural Gas","Primary Fuel",2047,11391.17732
"6745","Global Net-zero","Ontario","Natural Gas","Primary Fuel",2047,37528.406584
"6746","Canada Net-zero","Ontario","Oil","Primary Fuel",2047,0
"6747","Current Measures","Ontario","Oil","Primary Fuel",2047,0
"6748","Global Net-zero","Ontario","Oil","Primary Fuel",2047,0
"6749","Canada Net-zero","Ontario","Solar","Primary Fuel",2047,19574.942612
"6750","Current Measures","Ontario","Solar","Primary Fuel",2047,16609.520793
"6751","Global Net-zero","Ontario","Solar","Primary Fuel",2047,17413.223322
"6752","Canada Net-zero","Ontario","Uranium","Primary Fuel",2047,163413.12334
"6753","Current Measures","Ontario","Uranium","Primary Fuel",2047,82851.023575
"6754","Global Net-zero","Ontario","Uranium","Primary Fuel",2047,164963.31931
"6755","Canada Net-zero","Ontario","Wind","Primary Fuel",2047,208707.1734
"6756","Current Measures","Ontario","Wind","Primary Fuel",2047,85198.45965
"6757","Global Net-zero","Ontario","Wind","Primary Fuel",2047,187681.3713
"6758","Canada Net-zero","Prince Edward Island","Biomass / Geothermal","Primary Fuel",2047,3.77042412
"6759","Current Measures","Prince Edward Island","Biomass / Geothermal","Primary Fuel",2047,89.93373054
"6760","Global Net-zero","Prince Edward Island","Biomass / Geothermal","Primary Fuel",2047,4.5801
"6761","Canada Net-zero","Prince Edward Island","Oil","Primary Fuel",2047,0
"6762","Current Measures","Prince Edward Island","Oil","Primary Fuel",2047,3.700441269
"6763","Global Net-zero","Prince Edward Island","Oil","Primary Fuel",2047,0
"6764","Canada Net-zero","Prince Edward Island","Solar","Primary Fuel",2047,101.444430325
"6765","Current Measures","Prince Edward Island","Solar","Primary Fuel",2047,108.219660482
"6766","Global Net-zero","Prince Edward Island","Solar","Primary Fuel",2047,155.185001485
"6767","Canada Net-zero","Prince Edward Island","Uranium","Primary Fuel",2047,2892.65733
"6768","Global Net-zero","Prince Edward Island","Uranium","Primary Fuel",2047,2671.337781
"6769","Canada Net-zero","Prince Edward Island","Wind","Primary Fuel",2047,1560.397167
"6770","Current Measures","Prince Edward Island","Wind","Primary Fuel",2047,2848.522757
"6771","Global Net-zero","Prince Edward Island","Wind","Primary Fuel",2047,1442.664606
"6772","Canada Net-zero","Quebec","Biomass / Geothermal","Primary Fuel",2047,1692.26592888
"6773","Current Measures","Quebec","Biomass / Geothermal","Primary Fuel",2047,21645.08537
"6774","Global Net-zero","Quebec","Biomass / Geothermal","Primary Fuel",2047,1717.233023
"6775","Canada Net-zero","Quebec","Hydro / Wave / Tidal","Primary Fuel",2047,266508.0733
"6776","Current Measures","Quebec","Hydro / Wave / Tidal","Primary Fuel",2047,248626.9052
"6777","Global Net-zero","Quebec","Hydro / Wave / Tidal","Primary Fuel",2047,263563.257
"6778","Canada Net-zero","Quebec","Natural Gas","Primary Fuel",2047,0
"6779","Current Measures","Quebec","Natural Gas","Primary Fuel",2047,0
"6780","Global Net-zero","Quebec","Natural Gas","Primary Fuel",2047,0
"6781","Canada Net-zero","Quebec","Oil","Primary Fuel",2047,324.1008354
"6782","Current Measures","Quebec","Oil","Primary Fuel",2047,320.616
"6783","Global Net-zero","Quebec","Oil","Primary Fuel",2047,324.02365
"6784","Canada Net-zero","Quebec","Solar","Primary Fuel",2047,787.097837285
"6785","Current Measures","Quebec","Solar","Primary Fuel",2047,2820.3959303
"6786","Global Net-zero","Quebec","Solar","Primary Fuel",2047,1529.0619563
"6787","Canada Net-zero","Quebec","Uranium","Primary Fuel",2047,19894.37473
"6788","Global Net-zero","Quebec","Uranium","Primary Fuel",2047,18319.29195
"6789","Canada Net-zero","Quebec","Wind","Primary Fuel",2047,23149.63631
"6790","Current Measures","Quebec","Wind","Primary Fuel",2047,35305.96351
"6791","Global Net-zero","Quebec","Wind","Primary Fuel",2047,18399.58551
"6792","Canada Net-zero","Saskatchewan","Biomass / Geothermal","Primary Fuel",2047,17293.0645563
"6793","Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel",2047,211.6060718
"6794","Global Net-zero","Saskatchewan","Biomass / Geothermal","Primary Fuel",2047,17309.9570063
"6795","Canada Net-zero","Saskatchewan","Coal & Coke","Primary Fuel",2047,0
"6796","Current Measures","Saskatchewan","Coal & Coke","Primary Fuel",2047,654.81
