Country,Mode,Battery_type,Powertrain,Year,EV_sales,Scenario,Associated_battery_cap,Installed_battery_cap
Canada,Cars,LMFP,FCEV,2045,307.8346804202219,Current Measures,1.75,221.70726560298868
Canada,Cars,LMO,FCEV,2045,307.8346804202219,Current Measures,1.75,0.0
Canada,Cars,NCA,FCEV,2045,307.8346804202219,Current Measures,1.75,0.0
Canada,Cars,NMC,FCEV,2045,307.8346804202219,Current Measures,1.75,0.0
Canada,Cars,Na-ion,FCEV,2045,307.8346804202219,Current Measures,1.75,53.32289090395169
Canada,Trucks,NMC,FCEV,2045,92.35040412606656,Current Measures,350.0,32322.6414441233
Canada,Cars,LFP,PHEV,2045,954287.5093026878,Current Measures,15.0,7006368.480927331
Canada,Cars,LMFP,PHEV,2045,954287.5093026878,Current Measures,15.0,5891078.771736557
Canada,Cars,LMO,PHEV,2045,954287.5093026878,Current Measures,15.0,0.0
Canada,Cars,NCA,PHEV,2045,954287.5093026878,Current Measures,15.0,0.0
Canada,Cars,NMC,PHEV,2045,954287.5093026878,Current Measures,15.0,0.0
Canada,Cars,Na-ion,PHEV,2045,954287.5093026878,Current Measures,15.0,1416865.3868764306
Canada,Vans,LFP,PHEV,2045,98507.09773447101,Current Measures,21.8,1051105.9467300875
Canada,Vans,LMFP,PHEV,2045,98507.09773447101,Current Measures,21.8,883788.5056265425
Canada,Vans,LMO,PHEV,2045,98507.09773447101,Current Measures,21.8,0.0
Canada,Vans,NCA,PHEV,2045,98507.09773447101,Current Measures,21.8,0.0
Canada,Vans,NMC,PHEV,2045,98507.09773447101,Current Measures,21.8,0.0
Canada,Vans,Na-ion,PHEV,2045,98507.09773447101,Current Measures,21.8,212560.2782548383
Canada,2 and 3 wheelers,LFP,BEV,2046,2712.5428789006387,Current Measures,3.0,8137.628636701917
Canada,Buses,NMC,BEV,2046,3350.7882621713775,Current Measures,300.0,1005236.4786514132
Canada,Cars,LFP,BEV,2046,3031665.570536008,Current Measures,65.0,95269067.43034615
Canada,Cars,LMFP,BEV,2046,3031665.570536008,Current Measures,65.0,82061781.3987846
Canada,Cars,LMO,BEV,2046,3031665.570536008,Current Measures,65.0,0.0
Canada,Cars,NCA,BEV,2046,3031665.570536008,Current Measures,65.0,0.0
Canada,Cars,NMC,BEV,2046,3031665.570536008,Current Measures,65.0,0.0
Canada,Cars,Na-ion,BEV,2046,3031665.570536008,Current Measures,65.0,19727413.255709816
Canada,Trucks,NMC,BEV,2046,31912.269163536926,Current Measures,350.0,11169294.207237924
Canada,Vans,LFP,BEV,2046,175517.48039945308,Current Measures,75.0,6364127.986237697
Canada,Vans,LMFP,BEV,2046,175517.48039945308,Current Measures,75.0,5481859.891011925
Canada,Vans,LMO,BEV,2046,175517.48039945308,Current Measures,75.0,0.0
Canada,Vans,NCA,BEV,2046,175517.48039945308,Current Measures,75.0,0.0
Canada,Vans,NMC,BEV,2046,175517.48039945308,Current Measures,75.0,0.0
Canada,Vans,Na-ion,BEV,2046,175517.48039945308,Current Measures,75.0,1317823.15270936
Canada,Buses,NMC,FCEV,2046,207.42974956299003,Current Measures,35.0,7260.041234704651
Canada,Cars,LFP,FCEV,2046,319.1226916353693,Current Measures,1.75,269.9933085070538
Canada,Cars,LMFP,FCEV,2046,319.1226916353693,Current Measures,1.75,232.56375295202108
Canada,Cars,LMO,FCEV,2046,319.1226916353693,Current Measures,1.75,0.0
Canada,Cars,NCA,FCEV,2046,319.1226916353693,Current Measures,1.75,0.0
Canada,Cars,NMC,FCEV,2046,319.1226916353693,Current Measures,1.75,0.0
Canada,Cars,Na-ion,FCEV,2046,319.1226916353693,Current Measures,1.75,55.90764890282133
Canada,Trucks,NMC,FCEV,2046,95.73680749061077,Current Measures,350.0,33507.88262171377
Canada,Cars,LFP,PHEV,2046,989280.3440696447,Current Measures,15.0,7174107.911758859
Canada,Cars,LMFP,PHEV,2046,989280.3440696447,Current Measures,15.0,6179551.149867988
Canada,Cars,LMO,PHEV,2046,989280.3440696447,Current Measures,15.0,0.0
Canada,Cars,NCA,PHEV,2046,989280.3440696447,Current Measures,15.0,0.0
Canada,Cars,NMC,PHEV,2046,989280.3440696447,Current Measures,15.0,0.0
Canada,Cars,Na-ion,PHEV,2046,989280.3440696447,Current Measures,15.0,1485546.0994178238
Canada,Vans,LFP,PHEV,2046,102119.26132331816,Current Measures,21.8,1076270.4686544042
Canada,Vans,LMFP,PHEV,2046,102119.26132331816,Current Measures,21.8,927065.5660533137
Canada,Vans,LMO,PHEV,2046,102119.26132331816,Current Measures,21.8,0.0
Canada,Vans,NCA,PHEV,2046,102119.26132331816,Current Measures,21.8,0.0
Canada,Vans,NMC,PHEV,2046,102119.26132331816,Current Measures,21.8,0.0
Canada,Vans,Na-ion,PHEV,2046,102119.26132331816,Current Measures,21.8,222863.86214061806
Canada,2 and 3 wheelers,LFP,BEV,2047,2802.7815469288153,Current Measures,3.0,8408.344640786447
Canada,Buses,NMC,BEV,2047,3462.259557970889,Current Measures,300.0,1038677.8673912667
Canada,Cars,LFP,BEV,2047,3132520.552449852,Current Measures,65.0,97214764.96209611
Canada,Cars,LMFP,BEV,2047,3132520.552449852,Current Measures,65.0,85785884.76871888
Canada,Cars,LMO,BEV,2047,3132520.552449852,Current Measures,65.0,0.0
Canada,Cars,NCA,BEV,2047,3132520.552449852,Current Measures,65.0,0.0
Canada,Cars,NMC,BEV,2047,3132520.552449852,Current Measures,65.0,0.0
Canada,Cars,Na-ion,BEV,2047,3132520.552449852,Current Measures,65.0,20613186.178425416
Canada,Trucks,NMC,BEV,2047,32973.90055210371,Current Measures,350.0,11540865.193236299
Canada,Vans,LFP,BEV,2047,181356.4530365704,Current Measures,75.0,6494103.732285773
Canada,Vans,LMFP,BEV,2047,181356.4530365704,Current Measures,75.0,5730636.027060169
Canada,Vans,LMO,BEV,2047,181356.4530365704,Current Measures,75.0,0.0
Canada,Vans,NCA,BEV,2047,181356.4530365704,Current Measures,75.0,0.0
Canada,Vans,NMC,BEV,2047,181356.4530365704,Current Measures,75.0,0.0
Canada,Vans,Na-ion,BEV,2047,181356.4530365704,Current Measures,75.0,1376994.2183968397
Canada,Buses,NMC,FCEV,2047,214.3303535886741,Current Measures,35.0,7501.562375603593
Canada,Cars,LFP,FCEV,2047,329.7390055210371,Current Measures,1.75,275.50743106666914
Canada,Cars,LMFP,FCEV,2047,329.7390055210371,Current Measures,1.75,243.11789205709806
Canada,Cars,LMO,FCEV,2047,329.7390055210371,Current Measures,1.75,0.0
Canada,Cars,NCA,FCEV,2047,329.7390055210371,Current Measures,1.75,0.0
Canada,Cars,NMC,FCEV,2047,329.7390055210371,Current Measures,1.75,0.0
Canada,Cars,Na-ion,FCEV,2047,329.7390055210371,Current Measures,1.75,58.41793653804774
Canada,Trucks,NMC,FCEV,2047,98.92170165631111,Current Measures,350.0,34622.59557970889
Canada,Cars,LFP,PHEV,2047,1022190.917115215,Current Measures,15.0,7320626.02548578
Canada,Cars,LMFP,PHEV,2047,1022190.917115215,Current Measures,15.0,6459989.703231462
Canada,Cars,LMO,PHEV,2047,1022190.917115215,Current Measures,15.0,0.0
Canada,Cars,NCA,PHEV,2047,1022190.917115215,Current Measures,15.0,0.0
Canada,Cars,NMC,PHEV,2047,1022190.917115215,Current Measures,15.0,0.0
Canada,Cars,Na-ion,PHEV,2047,1022190.917115215,Current Measures,15.0,1552248.0280109828
Canada,Vans,LFP,PHEV,2047,105516.48176673186,Current Measures,21.8,1098251.3366406194
Canada,Vans,LMFP,PHEV,2047,105516.48176673186,Current Measures,21.8,969137.3799944663
Canada,Vans,LMO,PHEV,2047,105516.48176673186,Current Measures,21.8,0.0
Canada,Vans,NCA,PHEV,2047,105516.48176673186,Current Measures,21.8,0.0
Canada,Vans,NMC,PHEV,2047,105516.48176673186,Current Measures,21.8,0.0
Canada,Vans,Na-ion,PHEV,2047,105516.48176673186,Current Measures,21.8,232870.58587966915
Canada,2 and 3 wheelers,LFP,BEV,2048,2887.7712490697313,Current Measures,3.0,8663.313747209195
Canada,Buses,NMC,BEV,2048,3567.246837086139,Current Measures,300.0,1070174.0511258417
Canada,Cars,LFP,BEV,2048,3227509.043077935,Current Measures,65.0,98901900.50582363
Canada,Cars,LMFP,BEV,2048,3227509.043077935,Current Measures,65.0,89411483.9028617
Canada,Cars,LMO,BEV,2048,3227509.043077935,Current Measures,65.0,0.0
Canada,Cars,NCA,BEV,2048,3227509.043077935,Current Measures,65.0,0.0
Canada,Cars,NMC,BEV,2048,3227509.043077935,Current Measures,65.0,0.0
Canada,Cars,Na-ion,BEV,2048,3227509.043077935,Current Measures,65.0,21474703.39138046
Canada,Trucks,NMC,BEV,2048,33973.77940082037,Current Measures,350.0,11890822.79028713
Canada,Vans,LFP,BEV,2048,186855.78670451202,Current Measures,75.0,6606807.118810079
Canada,Vans,LMFP,BEV,2048,186855.78670451202,Current Measures,75.0,5972831.92063651
Canada,Vans,LMO,BEV,2048,186855.78670451202,Current Measures,75.0,0.0
Canada,Vans,NCA,BEV,2048,186855.78670451202,Current Measures,75.0,0.0
Canada,Vans,NMC,BEV,2048,186855.78670451202,Current Measures,75.0,0.0
Canada,Vans,Na-ion,BEV,2048,186855.78670451202,Current Measures,75.0,1434544.9633918118
Canada,Buses,NMC,FCEV,2048,220.8295661053324,Current Measures,35.0,7729.034813686633
Canada,Cars,LFP,FCEV,2048,339.7377940082037,Current Measures,1.75,280.28878685860946
Canada,Cars,LMFP,FCEV,2048,339.7377940082037,Current Measures,1.75,253.3928693603368
Canada,Cars,LMO,FCEV,2048,339.7377940082037,Current Measures,1.75,0.0
Canada,Cars,NCA,FCEV,2048,339.7377940082037,Current Measures,1.75,0.0
Canada,Cars,NMC,FCEV,2048,339.7377940082037,Current Measures,1.75,0.0
Canada,Cars,Na-ion,FCEV,2048,339.7377940082037,Current Measures,1.75,60.85948329541021
Canada,Trucks,NMC,FCEV,2048,101.9213382024611,Current Measures,350.0,35672.46837086139
Canada,Cars,LFP,PHEV,2048,1053187.1614254315,Current Measures,15.0,7447673.479385909
Canada,Cars,LMFP,PHEV,2048,1053187.1614254315,Current Measures,15.0,6733010.528717521
Canada,Cars,LMO,PHEV,2048,1053187.1614254315,Current Measures,15.0,0.0
Canada,Cars,NCA,PHEV,2048,1053187.1614254315,Current Measures,15.0,0.0
Canada,Cars,NMC,PHEV,2048,1053187.1614254315,Current Measures,15.0,0.0
Canada,Cars,Na-ion,PHEV,2048,1053187.1614254315,Current Measures,15.0,1617123.4132780426
Canada,Vans,LFP,PHEV,2048,108716.09408262518,Current Measures,21.8,1117311.1869289482
Canada,Vans,LMFP,PHEV,2048,108716.09408262518,Current Measures,21.8,1010096.3752329767
Canada,Vans,LMO,PHEV,2048,108716.09408262518,Current Measures,21.8,0.0
Canada,Vans,NCA,PHEV,2048,108716.09408262518,Current Measures,21.8,0.0
Canada,Vans,NMC,PHEV,2048,108716.09408262518,Current Measures,21.8,0.0
Canada,Vans,Na-ion,PHEV,2048,108716.09408262518,Current Measures,21.8,242603.28883930374
Canada,2 and 3 wheelers,LFP,BEV,2049,2967.845930182246,Current Measures,3.0,8903.537790546738
Canada,Buses,NMC,BEV,2049,3666.162619636892,Current Measures,300.0,1099848.7858910677
Canada,Cars,LFP,BEV,2049,3317004.274909569,Current Measures,65.0,100348640.15498686
Canada,Cars,LMFP,BEV,2049,3317004.274909569,Current Measures,65.0,92943451.50624178
Canada,Cars,LMO,BEV,2049,3317004.274909569,Current Measures,65.0,0.0
Canada,Cars,NCA,BEV,2049,3317004.274909569,Current Measures,65.0,0.0
Canada,Cars,NMC,BEV,2049,3317004.274909569,Current Measures,65.0,0.0
Canada,Cars,Na-ion,BEV,2049,3317004.274909569,Current Measures,65.0,22313186.207893323
Canada,Trucks,NMC,BEV,2049,34915.834472732306,Current Measures,350.0,12220542.065456307
Canada,Vans,LFP,BEV,2049,192037.08960002768,Current Measures,75.0,6703451.670272402
Canada,Vans,LMFP,BEV,2049,192037.08960002768,Current Measures,75.0,6208773.076327893
Canada,Vans,LMO,BEV,2049,192037.08960002768,Current Measures,75.0,0.0
Canada,Vans,NCA,BEV,2049,192037.08960002768,Current Measures,75.0,0.0
Canada,Vans,NMC,BEV,2049,192037.08960002768,Current Measures,75.0,0.0
Canada,Vans,Na-ion,BEV,2049,192037.08960002768,Current Measures,75.0,1490556.9734017807
Canada,Buses,NMC,FCEV,2049,226.95292407276,Current Measures,35.0,7943.3523425466
Canada,Cars,LFP,FCEV,2049,349.1583447273231,Current Measures,1.75,284.3888587388292
Canada,Cars,LMFP,FCEV,2049,349.1583447273231,Current Measures,1.75,263.40249414724394
Canada,Cars,LMO,FCEV,2049,349.1583447273231,Current Measures,1.75,0.0
Canada,Cars,NCA,FCEV,2049,349.1583447273231,Current Measures,1.75,0.0
Canada,Cars,NMC,FCEV,2049,349.1583447273231,Current Measures,1.75,0.0
Canada,Cars,Na-ion,FCEV,2049,349.1583447273231,Current Measures,1.75,63.23575038674222
Canada,Trucks,NMC,FCEV,2049,104.74750341819691,Current Measures,350.0,36661.62619636892
Canada,Cars,LFP,PHEV,2049,1082390.8686547016,Current Measures,15.0,7556618.246488891
Canada,Cars,LMFP,PHEV,2049,1082390.8686547016,Current Measures,15.0,6998980.558769626
Canada,Cars,LMO,PHEV,2049,1082390.8686547016,Current Measures,15.0,0.0
Canada,Cars,NCA,PHEV,2049,1082390.8686547016,Current Measures,15.0,0.0
Canada,Cars,NMC,PHEV,2049,1082390.8686547016,Current Measures,15.0,0.0
Canada,Cars,Na-ion,PHEV,2049,1082390.8686547016,Current Measures,15.0,1680264.2245620077
Canada,Vans,LFP,PHEV,2049,111730.67031274339,Current Measures,21.8,1133655.2448926128
Canada,Vans,LMFP,PHEV,2049,111730.67031274339,Current Measures,21.8,1049997.599526385
Canada,Vans,LMO,PHEV,2049,111730.67031274339,Current Measures,21.8,0.0
Canada,Vans,NCA,PHEV,2049,111730.67031274339,Current Measures,21.8,0.0
Canada,Vans,NMC,PHEV,2049,111730.67031274339,Current Measures,21.8,0.0
Canada,Vans,Na-ion,PHEV,2049,111730.67031274339,Current Measures,21.8,252075.76839880785
Canada,2 and 3 wheelers,LFP,BEV,2050,3043.2689212343585,Current Measures,3.0,9129.806763703076
Canada,Buses,NMC,BEV,2050,3759.3321968189134,Current Measures,300.0,1127799.6590456741
Canada,Cars,LFP,BEV,2050,3401300.5590266357,Current Measures,65.0,101570210.06511404
Canada,Cars,LMFP,BEV,2050,3401300.5590266357,Current Measures,65.0,96384897.63316415
Canada,Cars,LMO,BEV,2050,3401300.5590266357,Current Measures,65.0,0.0
Canada,Cars,NCA,BEV,2050,3401300.5590266357,Current Measures,65.0,0.0
Canada,Cars,NMC,BEV,2050,3401300.5590266357,Current Measures,65.0,0.0
Canada,Cars,Na-ion,BEV,2050,3401300.5590266357,Current Measures,65.0,23129428.638453145
Canada,Trucks,NMC,BEV,2050,35803.16377922775,Current Measures,350.0,12531107.322729712
Canada,Vans,LFP,BEV,2050,196917.4007857526,Current Measures,75.0,6785054.518519764
Canada,Vans,LMFP,BEV,2050,196917.4007857526,Current Measures,75.0,6438667.250798415
Canada,Vans,LMO,BEV,2050,196917.4007857526,Current Measures,75.0,0.0
Canada,Vans,NCA,BEV,2050,196917.4007857526,Current Measures,75.0,0.0
Canada,Vans,NMC,BEV,2050,196917.4007857526,Current Measures,75.0,0.0
Canada,Vans,Na-ion,BEV,2050,196917.4007857526,Current Measures,75.0,1545083.289613267
Canada,Buses,NMC,FCEV,2050,232.72056456498035,Current Measures,35.0,8145.2197597743125
Canada,Cars,LFP,FCEV,2050,358.0316377922775,Current Measures,1.75,287.85079775538395
Canada,Cars,LMFP,FCEV,2050,358.0316377922775,Current Measures,1.75,273.1555803369025
Canada,Cars,LMO,FCEV,2050,358.0316377922775,Current Measures,1.75,0.0
Canada,Cars,NCA,FCEV,2050,358.0316377922775,Current Measures,1.75,0.0
Canada,Cars,NMC,FCEV,2050,358.0316377922775,Current Measures,1.75,0.0
Canada,Cars,Na-ion,FCEV,2050,358.0316377922775,Current Measures,1.75,65.5489880441992
Canada,Trucks,NMC,FCEV,2050,107.40949133768324,Current Measures,350.0,37593.321968189135
Canada,Cars,LFP,PHEV,2050,1109898.0771560601,Current Measures,15.0,7648606.9117859155
Canada,Cars,LMFP,PHEV,2050,1109898.0771560601,Current Measures,15.0,7258133.991809123
Canada,Cars,LMO,PHEV,2050,1109898.0771560601,Current Measures,15.0,0.0
Canada,Cars,NCA,PHEV,2050,1109898.0771560601,Current Measures,15.0,0.0
Canada,Cars,NMC,PHEV,2050,1109898.0771560601,Current Measures,15.0,0.0
Canada,Cars,Na-ion,PHEV,2050,1109898.0771560601,Current Measures,15.0,1741730.2537458644
Canada,Vans,LFP,PHEV,2050,114570.12409352878,Current Measures,21.8,1147455.5229380333
Canada,Vans,LMFP,PHEV,2050,114570.12409352878,Current Measures,21.8,1088876.187674418
Canada,Vans,LMO,PHEV,2050,114570.12409352878,Current Measures,21.8,0.0
Canada,Vans,NCA,PHEV,2050,114570.12409352878,Current Measures,21.8,0.0
Canada,Vans,NMC,PHEV,2050,114570.12409352878,Current Measures,21.8,0.0
Canada,Vans,Na-ion,PHEV,2050,114570.12409352878,Current Measures,21.8,261296.99462647634
Canada,2 and 3 wheelers,LFP,BEV,2024,170.0,Canada Net-zero,3.0,510.0
Canada,Buses,NMC,BEV,2024,210.0,Canada Net-zero,300.0,63000.0
Canada,Cars,LFP,BEV,2024,190000.0,Canada Net-zero,65.0,5126361.5
Canada,Cars,LMFP,BEV,2024,190000.0,Canada Net-zero,65.0,745692.9999999997
Canada,Cars,LMO,BEV,2024,190000.0,Canada Net-zero,65.0,0.0
Canada,Cars,NCA,BEV,2024,190000.0,Canada Net-zero,65.0,1025296.9999999991
Canada,Cars,NMC,BEV,2024,190000.0,Canada Net-zero,65.0,5219604.000000002
Canada,Cars,Na-ion,BEV,2024,190000.0,Canada Net-zero,65.0,233044.50000000006
Canada,Trucks,NMC,BEV,2024,2000.0,Canada Net-zero,350.0,700000.0
Canada,Vans,LFP,BEV,2024,11000.0,Canada Net-zero,75.0,342449.25
Canada,Vans,LMFP,BEV,2024,11000.0,Canada Net-zero,75.0,49813.49999999997
Canada,Vans,LMO,BEV,2024,11000.0,Canada Net-zero,75.0,0.0
Canada,Vans,NCA,BEV,2024,11000.0,Canada Net-zero,75.0,68491.49999999994
Canada,Vans,NMC,BEV,2024,11000.0,Canada Net-zero,75.0,348678.0000000001
Canada,Vans,Na-ion,BEV,2024,11000.0,Canada Net-zero,75.0,15567.750000000004
Canada,Buses,NMC,FCEV,2024,13.0,Canada Net-zero,35.0,455.0
Canada,Cars,LFP,FCEV,2024,20.0,Canada Net-zero,1.75,14.52815
Canada,Cars,LMFP,FCEV,2024,20.0,Canada Net-zero,1.75,2.113299999999999
Canada,Cars,LMO,FCEV,2024,20.0,Canada Net-zero,1.75,0.0
Canada,Cars,NCA,FCEV,2024,20.0,Canada Net-zero,1.75,2.9056999999999973
Canada,Cars,NMC,FCEV,2024,20.0,Canada Net-zero,1.75,14.792400000000004
Canada,Cars,Na-ion,FCEV,2024,20.0,Canada Net-zero,1.75,0.6604500000000002
Canada,Trucks,NMC,FCEV,2024,6.0,Canada Net-zero,350.0,2100.0
Canada,Cars,LFP,PHEV,2024,62000.0,Canada Net-zero,15.0,386033.7
Canada,Cars,LMFP,PHEV,2024,62000.0,Canada Net-zero,15.0,56153.39999999997
Canada,Cars,LMO,PHEV,2024,62000.0,Canada Net-zero,15.0,0.0
Canada,Cars,NCA,PHEV,2024,62000.0,Canada Net-zero,15.0,77208.59999999993
Canada,Cars,NMC,PHEV,2024,62000.0,Canada Net-zero,15.0,393055.2000000001
Canada,Cars,Na-ion,PHEV,2024,62000.0,Canada Net-zero,15.0,17549.100000000006
Canada,Vans,LFP,PHEV,2024,6400.0,Canada Net-zero,21.8,57913.3568
Canada,Vans,LMFP,PHEV,2024,6400.0,Canada Net-zero,21.8,8424.217599999996
Canada,Vans,LMO,PHEV,2024,6400.0,Canada Net-zero,21.8,0.0
Canada,Vans,NCA,PHEV,2024,6400.0,Canada Net-zero,21.8,11582.95039999999
Canada,Vans,NMC,PHEV,2024,6400.0,Canada Net-zero,21.8,58966.73280000002
Canada,Vans,Na-ion,PHEV,2024,6400.0,Canada Net-zero,21.8,2632.7424000000005
Canada,2 and 3 wheelers,LFP,BEV,2025,270.0108876383884,Canada Net-zero,3.0,810.0326629151652
Canada,Buses,NMC,BEV,2025,333.54286120036215,Canada Net-zero,300.0,100062.85836010864
Canada,Cars,LFP,BEV,2025,301776.87441937526,Canada Net-zero,65.0,8364440.161344151
Canada,Cars,LMFP,BEV,2025,301776.87441937526,Canada Net-zero,65.0,1776379.3935822102
Canada,Cars,LMO,BEV,2025,301776.87441937526,Canada Net-zero,65.0,0.0
Canada,Cars,NCA,BEV,2025,301776.87441937526,Canada Net-zero,65.0,1628478.5474292734
Canada,Cars,NMC,BEV,2025,301776.87441937526,Canada Net-zero,65.0,7476054.309584674
Canada,Cars,Na-ion,BEV,2025,301776.87441937526,Canada Net-zero,65.0,370144.42531908484
Canada,Trucks,NMC,BEV,2025,3176.5986780986873,Canada Net-zero,350.0,1111809.5373345406
Canada,Vans,LFP,BEV,2025,17471.29272954278,Canada Net-zero,75.0,558758.1484298725
Canada,Vans,LMFP,BEV,2025,17471.29272954278,Canada Net-zero,75.0,118665.02021905452
Canada,Vans,LMO,BEV,2025,17471.29272954278,Canada Net-zero,75.0,0.0
Canada,Vans,NCA,BEV,2025,17471.29272954278,Canada Net-zero,75.0,108785.00418049803
Canada,Vans,NMC,BEV,2025,17471.29272954278,Canada Net-zero,75.0,499412.5348507981
Canada,Vans,Na-ion,BEV,2025,17471.29272954278,Canada Net-zero,75.0,24726.247035485427
Canada,Buses,NMC,FCEV,2025,20.647891407641467,Canada Net-zero,35.0,722.6761992674514
Canada,Cars,LFP,FCEV,2025,31.76598678098687,Canada Net-zero,1.75,23.704891145509738
Canada,Cars,LMFP,FCEV,2025,31.76598678098687,Canada Net-zero,1.75,5.034273585050798
Canada,Cars,LMO,FCEV,2025,31.76598678098687,Canada Net-zero,1.75,0.0
Canada,Cars,NCA,FCEV,2025,31.76598678098687,Canada Net-zero,1.75,4.615121389475673
Canada,Cars,NMC,FCEV,2025,31.76598678098687,Canada Net-zero,1.75,21.187198448215675
Canada,Cars,Na-ion,FCEV,2025,31.76598678098687,Canada Net-zero,1.75,1.0489922984751392
Canada,Trucks,NMC,FCEV,2025,9.529796034296062,Canada Net-zero,350.0,3335.4286120036218
Canada,Cars,LFP,PHEV,2025,98474.5590210593,Canada Net-zero,15.0,629872.8218664016
Canada,Cars,LMFP,PHEV,2025,98474.5590210593,Canada Net-zero,15.0,133767.84097420692
Canada,Cars,LMO,PHEV,2025,98474.5590210593,Canada Net-zero,15.0,0.0
Canada,Cars,NCA,PHEV,2025,98474.5590210593,Canada Net-zero,15.0,122630.36834892504
Canada,Cars,NMC,PHEV,2025,98474.5590210593,Canada Net-zero,15.0,562974.130195445
Canada,Cars,Na-ion,PHEV,2025,98474.5590210593,Canada Net-zero,15.0,27873.22393091084
Canada,Vans,LFP,PHEV,2025,10165.1157699158,Canada Net-zero,21.8,94494.4689320434
Canada,Vans,LMFP,PHEV,2025,10165.1157699158,Canada Net-zero,21.8,20068.052873893925
Canada,Vans,LMO,PHEV,2025,10165.1157699158,Canada Net-zero,21.8,0.0
Canada,Vans,NCA,PHEV,2025,10165.1157699158,Canada Net-zero,21.8,18397.192464561314
Canada,Vans,NMC,PHEV,2025,10165.1157699158,Canada Net-zero,21.8,84458.2264998586
Canada,Vans,Na-ion,PHEV,2025,10165.1157699158,Canada Net-zero,21.8,4181.583013807184
Canada,2 and 3 wheelers,LFP,BEV,2026,418.67022881792207,Canada Net-zero,3.0,1256.010686453766
Canada,Buses,NMC,BEV,2026,517.1808708927273,Canada Net-zero,300.0,155154.2612678182
Canada,Cars,LFP,BEV,2026,467925.5498553247,Canada Net-zero,65.0,13428597.618580587
Canada,Cars,LMFP,BEV,2026,467925.5498553247,Canada Net-zero,65.0,3443300.3474428845
Canada,Cars,LMO,BEV,2026,467925.5498553247,Canada Net-zero,65.0,0.0
Canada,Cars,NCA,BEV,2026,467925.5498553247,Canada Net-zero,65.0,2180462.873493338
Canada,Cars,NMC,BEV,2026,467925.5498553247,Canada Net-zero,65.0,10559231.354312748
Canada,Cars,Na-ion,BEV,2026,467925.5498553247,Canada Net-zero,65.0,803568.5467665478
Canada,Trucks,NMC,BEV,2026,4925.532103740259,Canada Net-zero,350.0,1723936.2363090906
Canada,Vans,LFP,BEV,2026,27090.426570571428,Canada Net-zero,75.0,897052.0676379744
Canada,Vans,LMFP,BEV,2026,27090.426570571428,Canada Net-zero,75.0,230018.03940407932
Canada,Vans,LMO,BEV,2026,27090.426570571428,Canada Net-zero,75.0,0.0
Canada,Vans,NCA,BEV,2026,27090.426570571428,Canada Net-zero,75.0,145658.45106332016
Canada,Vans,NMC,BEV,2026,27090.426570571428,Canada Net-zero,75.0,705373.7544378961
Canada,Vans,Na-ion,BEV,2026,27090.426570571428,Canada Net-zero,75.0,53679.680249587196
Canada,Buses,NMC,FCEV,2026,32.01595867431169,Canada Net-zero,35.0,1120.5585536009091
Canada,Cars,LFP,FCEV,2026,49.255321037402595,Canada Net-zero,1.75,38.05675438464134
Canada,Cars,LMFP,FCEV,2026,49.255321037402595,Canada Net-zero,1.75,9.758341065627606
Canada,Cars,LMO,FCEV,2026,49.255321037402595,Canada Net-zero,1.75,0.0
Canada,Cars,NCA,FCEV,2026,49.255321037402595,Canada Net-zero,1.75,6.179449439049946
Canada,Cars,NMC,FCEV,2026,49.255321037402595,Canada Net-zero,1.75,29.924947157971346
Canada,Cars,Na-ion,FCEV,2026,49.255321037402595,Canada Net-zero,1.75,2.2773197681643054
Canada,Trucks,NMC,FCEV,2026,14.776596311220779,Canada Net-zero,350.0,5171.808708927272
Canada,Cars,LFP,PHEV,2026,152691.49521594803,Canada Net-zero,15.0,1011222.3307918982
Canada,Cars,LMFP,PHEV,2026,152691.49521594803,Canada Net-zero,15.0,259293.0626009621
Canada,Cars,LMO,PHEV,2026,152691.49521594803,Canada Net-zero,15.0,0.0
Canada,Cars,NCA,PHEV,2026,152691.49521594803,Canada Net-zero,15.0,164196.79938046995
Canada,Cars,NMC,PHEV,2026,152691.49521594803,Canada Net-zero,15.0,795148.5959118099
Canada,Cars,Na-ion,PHEV,2026,152691.49521594803,Canada Net-zero,15.0,60511.6395540801
Canada,Vans,LFP,PHEV,2026,15761.702731968831,Canada Net-zero,21.8,151705.096335576
Canada,Vans,LMFP,PHEV,2026,15761.702731968831,Canada Net-zero,21.8,38899.53558503897
Canada,Vans,LMO,PHEV,2026,15761.702731968831,Canada Net-zero,21.8,0.0
Canada,Vans,NCA,PHEV,2026,15761.702731968831,Canada Net-zero,21.8,24633.051021035673
Canada,Vans,NMC,PHEV,2026,15761.702731968831,Canada Net-zero,21.8,119289.38935657608
Canada,Vans,Na-ion,PHEV,2026,15761.702731968831,Canada Net-zero,21.8,9078.047258693827
Canada,2 and 3 wheelers,LFP,BEV,2027,636.9776744241091,Canada Net-zero,3.0,1910.9330232723273
Canada,Buses,NMC,BEV,2027,786.8547742886053,Canada Net-zero,300.0,236056.4322865816
Canada,Cars,LFP,BEV,2027,711916.2243563571,Canada Net-zero,65.0,20954506.5518938
Canada,Cars,LMFP,BEV,2027,711916.2243563571,Canada Net-zero,65.0,6286398.240122722
Canada,Cars,LMO,BEV,2027,711916.2243563571,Canada Net-zero,65.0,0.0
Canada,Cars,NCA,BEV,2027,711916.2243563571,Canada Net-zero,65.0,3142967.747288447
