Scenario,Region,Variable,Year,Value,Unit,Associated_MI
Global Net-zero,Canada,Total,2038,249.27902533057,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2039,254.80555685311,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2039,254.80555685311,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2039,254.80555685311,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2039,254.80555685311,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2040,259.469668375648,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2040,259.469668375648,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2040,259.469668375648,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2040,259.469668375648,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2041,267.632924175773,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2041,267.632924175773,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2041,267.632924175773,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2041,267.632924175773,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2042,275.303579976787,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2042,275.303579976787,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2042,275.303579976787,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2042,275.303579976787,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2043,283.86223577692095,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2043,283.86223577692095,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2043,283.86223577692095,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2043,283.86223577692095,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2044,293.089891577046,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2044,293.089891577046,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2044,293.089891577046,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2044,293.089891577046,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2045,301.423247379171,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2045,301.423247379171,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2045,301.423247379171,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2045,301.423247379171,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2046,307.100303179175,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2046,307.100303179175,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2046,307.100303179175,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2046,307.100303179175,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2047,313.6634589793,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2047,313.6634589793,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2047,313.6634589793,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2047,313.6634589793,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2048,319.420914779434,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2048,319.420914779434,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2048,319.420914779434,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2048,319.420914779434,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2049,326.128570580448,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2049,326.128570580448,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2049,326.128570580448,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2049,326.128570580448,GW,"Grid, Distribution transformers"
Global Net-zero,Canada,Total,2050,328.360326380573,GW,"Grid, Transmission grid"
Global Net-zero,Canada,Total,2050,328.360326380573,GW,"Grid, Distribution grid"
Global Net-zero,Canada,Total,2050,328.360326380573,GW,"Grid, Transmission transformers"
Global Net-zero,Canada,Total,2050,328.360326380573,GW,"Grid, Distribution transformers"
Current Measures,Canada,Uranium SMR,2020,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Current Measures,Canada,Uranium SMR,2020,0.0,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium,2021,13.105,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2022,13.105,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2023,12.105,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2024,12.105,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2025,12.105,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2026,11.205,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2027,10.805,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2028,10.805,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2029,10.805,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2030,10.805,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2031,10.805,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2032,10.805,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2033,10.805,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2034,11.605,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2035,11.605,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2036,11.605,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2037,11.605,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2038,11.605,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2039,11.605,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2040,11.605,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2041,11.605,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2042,10.9,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2043,10.9,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2044,11.579,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2045,11.579,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2046,11.579,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2047,11.579,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2048,11.579,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2049,11.579,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium,2050,11.579,GW,"Nuclear, Nuclear Aggregated"
Global Net-zero,Canada,Uranium SMR,2020,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2020,0.0,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2021,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2021,0.0,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2022,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2022,0.0,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2023,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2023,0.0,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2024,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2024,0.0,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2025,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2025,0.0,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2026,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2026,0.0,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2027,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2027,0.0,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2028,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2028,0.0,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2029,0.0,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2029,0.0,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2030,0.24,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2030,0.06,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2031,1.28648,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2031,0.32162,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2032,2.34016,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2032,0.58504,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2033,3.38672,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2033,0.84668,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2034,4.4324,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2034,1.1081,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2035,5.56376,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2035,1.39094,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2036,7.404,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2036,1.851,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2037,9.248800000000001,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2037,2.3122000000000003,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2038,11.103200000000001,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2038,2.7758000000000003,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2039,12.988,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2039,3.247,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2040,14.849920000000003,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2040,3.7124800000000007,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2041,15.458400000000001,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2041,3.8646000000000003,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2042,16.0672,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2042,4.0168,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2043,16.676,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2043,4.169,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2044,17.284,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2044,4.321,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2045,17.8848,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2045,4.4712,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2046,18.1368,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2046,4.5342,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2047,18.3968,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2047,4.5992,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2048,18.648799999999998,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2048,4.6621999999999995,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2049,18.901600000000002,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2049,4.7254000000000005,GW,"Nuclear, HTGR"
Global Net-zero,Canada,Uranium SMR,2050,19.1832,GW,"Nuclear, Nuclear Boiling water power plant"
Global Net-zero,Canada,Uranium SMR,2050,4.7958,GW,"Nuclear, HTGR"
