material,stage,country,year,value,unit,note
niobium,mine,Brazil,2020,59800,t,
niobium,mine,Brazil,2021,78700,t,
niobium,mine,Brazil,2022,71000,t,
niobium,mine,Canada,1994,2320,t,
niobium,mine,Canada,1995,2360,t,
niobium,mine,Canada,1996,2330,t,
niobium,mine,Canada,1997,2300,t,
niobium,mine,Canada,1998,2300,t,
niobium,mine,Canada,1999,2370,t,
niobium,mine,Canada,2000,2290,t,
niobium,mine,Canada,2001,3200,t,
niobium,mine,Canada,2002,3410,t,
niobium,mine,Canada,2003,3280,t,
niobium,mine,Canada,2004,3450,t,
niobium,mine,Canada,2005,3310,t,
niobium,mine,Canada,2006,4167,t,
niobium,mine,Canada,2007,3020,t,
niobium,mine,Canada,2008,4380,t,
niobium,mine,Canada,2009,4330,t,
niobium,mine,Canada,2010,4420,t,
niobium,mine,Canada,2011,4630,t,
niobium,mine,Canada,2012,4710,t,
niobium,mine,Canada,2013,5260,t,
niobium,mine,Canada,2014,5480,t,
niobium,mine,Canada,2015,5750,t,
niobium,mine,Canada,2016,6100,t,
niobium,mine,Canada,2017,6980,t,
niobium,mine,Canada,2018,7700,t,
niobium,mine,Canada,2019,6800,t,
niobium,mine,Canada,2020,6500,t,
niobium,mine,Canada,2021,7500,t,
niobium,mine,Canada,2022,6500,t,
niobium,mine,Congo (Kinshasa),2001,50,t,
niobium,mine,Congo (Kinshasa),2002,50,t,
niobium,mine,Congo (Kinshasa),2003,13,t,
niobium,mine,Congo (Kinshasa),2004,52,t,
niobium,mine,Congo (Kinshasa),2005,25,t,
niobium,mine,Congo (Kinshasa),2021,580,t,
niobium,mine,Congo (Kinshasa),2022,600,t,
niobium,mine,Ethiopia,2000,7,t,
niobium,mine,Ethiopia,2001,8,t,
niobium,mine,Ethiopia,2002,6,t,
niobium,mine,Ethiopia,2003,6,t,
niobium,mine,Ethiopia,2004,6,t,
niobium,mine,Ethiopia,2005,7,t,
niobium,mine,Ethiopia,2006,11,t,
niobium,mine,Mozambique,2002,5,t,
niobium,mine,Mozambique,2003,34,t,
niobium,mine,Mozambique,2004,130,t,
niobium,mine,Mozambique,2005,34,t,
niobium,mine,Mozambique,2006,29,t,
niobium,mine,Namibia,2003,1,t,
niobium,mine,Namibia,2004,1,t,
niobium,mine,Nigeria,1994,17,t,
niobium,mine,Nigeria,1995,13,t,
niobium,mine,Nigeria,1996,10,t,
niobium,mine,Nigeria,1997,13,t,
niobium,mine,Nigeria,1998,23,t,
niobium,mine,Nigeria,1999,30,t,
niobium,mine,Nigeria,2000,35,t,
niobium,mine,Nigeria,2001,30,t,
niobium,mine,Nigeria,2002,30,t,
niobium,mine,Nigeria,2003,190,t,
niobium,mine,Nigeria,2004,170,t,
niobium,mine,Nigeria,2005,40,t,
niobium,mine,Nigeria,2006,35,t,
niobium,mine,Other countries,2006,18,t,
niobium,mine,Other countries,2007,119,t,
niobium,mine,Other countries,2008,483,t,
niobium,mine,Other countries,2009,530,t,
niobium,mine,Other countries,2010,520,t,
niobium,mine,Other countries,2011,732,t,
niobium,mine,Other countries,2012,375,t,
niobium,mine,Other countries,2013,1000,t,
niobium,mine,Other countries,2014,420,t,
niobium,mine,Other countries,2015,570,t,
niobium,mine,Other countries,2016,800,t,
niobium,mine,Other countries,2017,1410,t,
niobium,mine,Other countries,2018,1460,t,
niobium,mine,Other countries,2019,1250,t,
niobium,mine,Other countries,2020,1350,t,
niobium,mine,Other countries,2021,170,t,
niobium,mine,Other countries,2022,190,t,
niobium,mine,Russia,2021,450,t,
niobium,mine,Russia,2022,450,t,
niobium,mine,Rwanda,1994,3,t,
niobium,mine,Rwanda,2000,28,t,
niobium,mine,Rwanda,2001,120,t,
niobium,mine,Rwanda,2002,76,t,
niobium,mine,Rwanda,2003,22,t,
niobium,mine,Rwanda,2004,63,t,
niobium,mine,Rwanda,2005,63,t,
niobium,mine,Rwanda,2006,80,t,
niobium,mine,Rwanda,2021,158,t,
niobium,mine,Rwanda,2022,210,t,
niobium,mine,Uganda,2002,3,t,
niobium,mine,Uganda,2003,3,t,
niobium,mine,Uganda,2004,8,t,
niobium,mine,World,1994,15200,t,
niobium,mine,World,1995,17800,t,
niobium,mine,World,1996,16000,t,
niobium,mine,World,1997,20600,t,
niobium,mine,World,1998,18500,t,
niobium,mine,World,1999,23600,t,
niobium,mine,World,2000,32600,t,
niobium,mine,World,2001,25600,t,
niobium,mine,World,2002,29900,t,
niobium,mine,World,2003,32800,t,
niobium,mine,World,2004,34000,t,
niobium,mine,World,2005,38700,t,
niobium,mine,World,2006,44500,t,
niobium,mine,World,2007,60400,t,
niobium,mine,World,2008,62900,t,
niobium,mine,World,2009,62900,t,
niobium,mine,World,2010,62900,t,
niobium,mine,World,2011,63400,t,
niobium,mine,World,2012,50100,t,
niobium,mine,World,2013,59400,t,
niobium,mine,World,2014,55900,t,
niobium,mine,World,2015,64300,t,
niobium,mine,World,2016,63900,t,
niobium,mine,World,2017,69100,t,
niobium,mine,World,2018,68200,t,
niobium,mine,World,2019,97000,t,
niobium,mine,World,2020,67700,t,
niobium,mine,World,2021,87600,t,
niobium,mine,World,2022,79000,t,
niobium,mine,Zaire,1994,1,t,
niobium,mine,Zaire,1995,1,t,
niobium,mine,Zimbabwe,1994,1,t,
niobium,mine,Zimbabwe,1995,1,t,
niobium,mine,Zimbabwe,1996,1,t,
palladium,mine,Canada,1994,7,t,
palladium,mine,Canada,1995,7,t,
palladium,mine,Canada,1996,5,t,
palladium,mine,Canada,1997,4,t,
palladium,mine,Canada,1998,4,t,
palladium,mine,Canada,1999,8,t,
palladium,mine,Canada,2000,8,t,
palladium,mine,Canada,2001,8,t,
palladium,mine,Canada,2002,11,t,
palladium,mine,Canada,2003,11,t,
palladium,mine,Canada,2004,12,t,
palladium,mine,Canada,2005,13,t,
palladium,mine,Canada,2006,14,t,
palladium,mine,Canada,2007,10,t,
palladium,mine,Canada,2008,15,t,
palladium,mine,Canada,2009,6,t,
palladium,mine,Canada,2010,6,t,
palladium,mine,Canada,2011,14,t,
palladium,mine,Canada,2012,12,t,
palladium,mine,Canada,2013,16,t,
palladium,mine,Canada,2014,20,t,
palladium,mine,Canada,2015,21,t,
palladium,mine,Canada,2016,21,t,
palladium,mine,Canada,2017,17,t,
palladium,mine,Canada,2018,20,t,
palladium,mine,Canada,2019,20,t,
palladium,mine,Canada,2020,20,t,
palladium,mine,Canada,2021,15,t,
palladium,mine,Canada,2022,15,t,
palladium,mine,Other countries,1994,1,t,
palladium,mine,Other countries,1995,2,t,
palladium,mine,Other countries,1996,2,t,
palladium,mine,Other countries,1997,2,t,
palladium,mine,Other countries,1998,2,t,
palladium,mine,Other countries,1999,7,t,
palladium,mine,Other countries,2000,5,t,
palladium,mine,Other countries,2001,7,t,
palladium,mine,Other countries,2002,6,t,
palladium,mine,Other countries,2003,9,t,
palladium,mine,Other countries,2004,9,t,
palladium,mine,Other countries,2005,9,t,
palladium,mine,Other countries,2006,8,t,
palladium,mine,Other countries,2007,8,t,
palladium,mine,Other countries,2008,9,t,
palladium,mine,Other countries,2009,9,t,
palladium,mine,Other countries,2010,9,t,
palladium,mine,Other countries,2011,12,t,
palladium,mine,Other countries,2012,11,t,
palladium,mine,Other countries,2013,8,t,
palladium,mine,Other countries,2014,9,t,
palladium,mine,Other countries,2015,8,t,
palladium,mine,Other countries,2016,8,t,
palladium,mine,Other countries,2017,10,t,
palladium,mine,Other countries,2018,2,t,
palladium,mine,Other countries,2019,2,t,
palladium,mine,Other countries,2020,2,t,
palladium,mine,Other countries,2021,2,t,
palladium,mine,Other countries,2022,2,t,
palladium,mine,Russia,1994,40,t,
palladium,mine,Russia,1995,48,t,
palladium,mine,Russia,1996,48,t,
palladium,mine,Russia,1997,47,t,
palladium,mine,Russia,1998,47,t,
palladium,mine,Russia,1999,85,t,
palladium,mine,Russia,2000,94,t,
palladium,mine,Russia,2001,90,t,
palladium,mine,Russia,2002,84,t,
palladium,mine,Russia,2003,74,t,
palladium,mine,Russia,2004,74,t,
palladium,mine,Russia,2005,97,t,
palladium,mine,Russia,2006,98,t,
palladium,mine,Russia,2007,96,t,
palladium,mine,Russia,2008,87,t,
palladium,mine,Russia,2009,83,t,
palladium,mine,Russia,2010,84,t,
palladium,mine,Russia,2011,86,t,
palladium,mine,Russia,2012,82,t,
palladium,mine,Russia,2013,80,t,
palladium,mine,Russia,2014,83,t,
palladium,mine,Russia,2015,81,t,
palladium,mine,Russia,2016,79,t,
palladium,mine,Russia,2017,85,t,
palladium,mine,Russia,2018,90,t,
palladium,mine,Russia,2019,98,t,
palladium,mine,Russia,2020,93,t,
palladium,mine,Russia,2021,86,t,
palladium,mine,Russia,2022,88,t,
palladium,mine,South Africa,1994,44,t,
palladium,mine,South Africa,1995,49,t,
palladium,mine,South Africa,1996,48,t,
palladium,mine,South Africa,1997,55,t,
palladium,mine,South Africa,1998,57,t,
palladium,mine,South Africa,1999,63,t,
palladium,mine,South Africa,2000,55,t,
palladium,mine,South Africa,2001,61,t,
palladium,mine,South Africa,2002,64,t,
palladium,mine,South Africa,2003,72,t,
palladium,mine,South Africa,2004,78,t,
palladium,mine,South Africa,2005,84,t,
palladium,mine,South Africa,2006,85,t,
palladium,mine,South Africa,2007,86,t,
palladium,mine,South Africa,2008,75,t,
palladium,mine,South Africa,2009,75,t,
palladium,mine,South Africa,2010,82,t,
palladium,mine,South Africa,2011,82,t,
palladium,mine,South Africa,2012,74,t,
palladium,mine,South Africa,2013,75,t,
palladium,mine,South Africa,2014,58,t,
palladium,mine,South Africa,2015,83,t,
palladium,mine,South Africa,2016,76,t,
palladium,mine,South Africa,2017,86,t,
palladium,mine,South Africa,2018,80,t,
palladium,mine,South Africa,2019,80,t,
palladium,mine,South Africa,2020,73,t,
palladium,mine,South Africa,2021,84,t,
palladium,mine,South Africa,2022,80,t,
palladium,mine,United States,1994,6,t,
palladium,mine,United States,1995,5,t,
palladium,mine,United States,1996,6,t,
palladium,mine,United States,1997,8,t,
palladium,mine,United States,1998,10,t,
palladium,mine,United States,1999,9,t,
palladium,mine,United States,2000,10,t,
palladium,mine,United States,2001,12,t,
palladium,mine,United States,2002,14,t,
palladium,mine,United States,2003,14,t,
palladium,mine,United States,2004,13,t,
palladium,mine,United States,2005,13,t,
palladium,mine,United States,2006,14,t,
palladium,mine,United States,2007,12,t,
palladium,mine,United States,2008,11,t,
palladium,mine,United States,2009,12,t,
palladium,mine,United States,2010,11,t,
palladium,mine,United States,2011,12,t,
palladium,mine,United States,2012,12,t,
palladium,mine,United States,2013,12,t,
palladium,mine,United States,2014,12,t,
palladium,mine,United States,2015,12,t,
palladium,mine,United States,2016,13,t,
palladium,mine,United States,2017,13,t,
palladium,mine,United States,2018,14,t,
palladium,mine,United States,2019,14,t,
palladium,mine,United States,2020,14,t,
palladium,mine,United States,2021,13,t,
palladium,mine,United States,2022,11,t,
palladium,mine,World,1994,99,t,
palladium,mine,World,1995,112,t,
palladium,mine,World,1996,111,t,
palladium,mine,World,1997,119,t,
palladium,mine,World,1998,123,t,
palladium,mine,World,1999,174,t,
palladium,mine,World,2000,174,t,
palladium,mine,World,2001,179,t,
palladium,mine,World,2002,181,t,
palladium,mine,World,2003,182,t,
palladium,mine,World,2004,188,t,
palladium,mine,World,2005,219,t,
palladium,mine,World,2006,224,t,
palladium,mine,World,2007,219,t,
palladium,mine,World,2008,204,t,
palladium,mine,World,2009,192,t,
palladium,mine,World,2010,202,t,
palladium,mine,World,2011,215,t,
palladium,mine,World,2012,201,t,
palladium,mine,World,2013,203,t,
palladium,mine,World,2014,193,t,
palladium,mine,World,2015,216,t,
palladium,mine,World,2016,210,t,
palladium,mine,World,2017,225,t,
palladium,mine,World,2018,220,t,
palladium,mine,World,2019,227,t,
palladium,mine,World,2020,217,t,
palladium,mine,World,2021,214,t,
palladium,mine,World,2022,210,t,
palladium,mine,Zimbabwe,2006,4,t,
palladium,mine,Zimbabwe,2007,4,t,
palladium,mine,Zimbabwe,2008,4,t,
palladium,mine,Zimbabwe,2009,5,t,
palladium,mine,Zimbabwe,2010,7,t,
palladium,mine,Zimbabwe,2011,8,t,
palladium,mine,Zimbabwe,2012,9,t,
palladium,mine,Zimbabwe,2013,9,t,
palladium,mine,Zimbabwe,2014,10,t,
palladium,mine,Zimbabwe,2015,10,t,
palladium,mine,Zimbabwe,2016,12,t,
palladium,mine,Zimbabwe,2017,12,t,
palladium,mine,Zimbabwe,2018,12,t,
palladium,mine,Zimbabwe,2019,11,t,
palladium,mine,Zimbabwe,2020,12,t,
palladium,mine,Zimbabwe,2021,12,t,
palladium,mine,Zimbabwe,2022,12,t,
perlite,mine,Argentina,2018,20000,t,
perlite,mine,Argentina,2019,19000,t,
perlite,mine,Argentina,2020,18000,t,
perlite,mine,Argentina,2021,18000,t,
perlite,mine,Argentina,2022,20000,t,
perlite,mine,Armenia,2017,45000,t,
perlite,mine,Armenia,2018,45000,t,
perlite,mine,Armenia,2020,50000,t,
perlite,mine,Armenia,2021,80000,t,
perlite,mine,Armenia,2022,180000,t,
perlite,mine,China,2015,1800000,t,
perlite,mine,China,2016,1800000,t,
perlite,mine,China,2017,1930000,t,
perlite,mine,China,2018,1900000,t,
perlite,mine,China,2019,1300000,t,
perlite,mine,China,2020,1500000,t,
perlite,mine,China,2021,1500000,t,
perlite,mine,China,2022,1500000,t,
perlite,mine,Greece,1994,200000,t,
perlite,mine,Greece,1995,200000,t,
perlite,mine,Greece,1996,350000,t,
perlite,mine,Greece,1997,425000,t,
perlite,mine,Greece,1998,425000,t,
perlite,mine,Greece,1999,500000,t,
perlite,mine,Greece,2000,500000,t,
perlite,mine,Greece,2001,360000,t,
perlite,mine,Greece,2002,360000,t,
perlite,mine,Greece,2003,360000,t,
perlite,mine,Greece,2004,525000,t,
perlite,mine,Greece,2005,525000,t,
perlite,mine,Greece,2006,525000,t,
perlite,mine,Greece,2007,525000,t,
perlite,mine,Greece,2008,525000,t,
perlite,mine,Greece,2009,525000,t,
perlite,mine,Greece,2010,500000,t,
perlite,mine,Greece,2011,500000,t,
perlite,mine,Greece,2012,800000,t,
perlite,mine,Greece,2013,760000,t,
perlite,mine,Greece,2014,680000,t,
perlite,mine,Greece,2015,1000000,t,
perlite,mine,Greece,2016,1490000,t,
perlite,mine,Greece,2017,930000,t,
perlite,mine,Greece,2018,750000,t,
perlite,mine,Greece,2019,719000,t,
perlite,mine,Greece,2020,710000,t,
perlite,mine,Greece,2021,700000,t,
perlite,mine,Greece,2022,710000,t,
perlite,mine,Hungary,2002,150000,t,
perlite,mine,Hungary,2003,145000,t,
perlite,mine,Hungary,2004,145000,t,
perlite,mine,Hungary,2005,145000,t,
perlite,mine,Hungary,2006,140000,t,
perlite,mine,Hungary,2007,71000,t,
perlite,mine,Hungary,2008,70000,t,
perlite,mine,Hungary,2009,65000,t,
perlite,mine,Hungary,2010,65000,t,
perlite,mine,Hungary,2011,65000,t,
perlite,mine,Hungary,2012,70000,t,
perlite,mine,Hungary,2013,72000,t,
perlite,mine,Hungary,2014,65000,t,
perlite,mine,Hungary,2015,40000,t,
perlite,mine,Hungary,2016,30000,t,
perlite,mine,Hungary,2017,35000,t,
perlite,mine,Hungary,2018,39000,t,
perlite,mine,Hungary,2019,71000,t,
perlite,mine,Hungary,2020,80000,t,
perlite,mine,Hungary,2021,77000,t,
perlite,mine,Hungary,2022,80000,t,
perlite,mine,Iran,2012,500000,t,
perlite,mine,Iran,2015,60000,t,
perlite,mine,Iran,2016,60000,t,
perlite,mine,Iran,2017,20000,t,
perlite,mine,Iran,2018,20000,t,
perlite,mine,Iran,2019,72000,t,
perlite,mine,Iran,2020,72000,t,
perlite,mine,Iran,2021,32000,t,
perlite,mine,Iran,2022,30000,t,
perlite,mine,Italy,2010,60000,t,
perlite,mine,Italy,2011,60000,t,
perlite,mine,Italy,2012,60000,t,
perlite,mine,Italy,2013,60000,t,
perlite,mine,Italy,2014,60000,t,
perlite,mine,Japan,1994,200000,t,
perlite,mine,Japan,1995,200000,t,
perlite,mine,Japan,1996,200000,t,
perlite,mine,Japan,1997,200000,t,
perlite,mine,Japan,2000,250000,t,
perlite,mine,Japan,2001,250000,t,
perlite,mine,Japan,2002,250000,t,
perlite,mine,Japan,2003,250000,t,
perlite,mine,Japan,2004,240000,t,
perlite,mine,Japan,2005,240000,t,
perlite,mine,Japan,2006,240000,t,
perlite,mine,Japan,2007,240000,t,
perlite,mine,Japan,2008,230000,t,
perlite,mine,Japan,2009,220000,t,
perlite,mine,Japan,2010,210000,t,
perlite,mine,Japan,2011,300000,t,
perlite,mine,Japan,2012,200000,t,
perlite,mine,Japan,2013,190000,t,
perlite,mine,Japan,2014,200000,t,
perlite,mine,Mexico,2005,195000,t,
perlite,mine,Mexico,2006,100000,t,
perlite,mine,Mexico,2007,41000,t,
perlite,mine,Mexico,2008,54000,t,
perlite,mine,Mexico,2009,54000,t,
perlite,mine,Mexico,2010,50000,t,
perlite,mine,Mexico,2011,30000,t,
perlite,mine,Mexico,2015,26000,t,
perlite,mine,Mexico,2016,28000,t,
perlite,mine,Mexico,2017,20000,t,
perlite,mine,Mexico,2018,20000,t,
perlite,mine,Mexico,2019,20000,t,
perlite,mine,Mexico,2020,20000,t,
perlite,mine,Mexico,2021,24000,t,
perlite,mine,Mexico,2022,20000,t,
perlite,mine,New Zealand,2017,25000,t,
perlite,mine,New Zealand,2018,20000,t,
perlite,mine,New Zealand,2019,17000,t,
perlite,mine,New Zealand,2020,18000,t,
perlite,mine,New Zealand,2021,18000,t,
perlite,mine,New Zealand,2022,20000,t,
perlite,mine,Other countries,1994,286000,t,
perlite,mine,Other countries,1995,215000,t,
perlite,mine,Other countries,1996,286000,t,
perlite,mine,Other countries,1997,334000,t,
perlite,mine,Other countries,1998,380000,t,
perlite,mine,Other countries,1999,310000,t,
perlite,mine,Other countries,2000,210000,t,
perlite,mine,Other countries,2001,210000,t,
perlite,mine,Other countries,2002,150000,t,
perlite,mine,Other countries,2003,240000,t,
perlite,mine,Other countries,2004,392000,t,
perlite,mine,Other countries,2005,200000,t,
perlite,mine,Other countries,2006,205000,t,
perlite,mine,Other countries,2007,204000,t,
perlite,mine,Other countries,2008,205000,t,
perlite,mine,Other countries,2009,209000,t,
perlite,mine,Other countries,2010,140000,t,
perlite,mine,Other countries,2011,150000,t,
perlite,mine,Other countries,2012,150000,t,
perlite,mine,Other countries,2013,67000,t,
perlite,mine,Other countries,2014,70000,t,
perlite,mine,Other countries,2015,70000,t,
perlite,mine,Other countries,2016,115000,t,
perlite,mine,Other countries,2017,78000,t,
perlite,mine,Other countries,2018,50000,t,
perlite,mine,Other countries,2019,29000,t,
perlite,mine,Other countries,2020,30000,t,
perlite,mine,Other countries,2021,70000,t,
perlite,mine,Other countries,2022,40000,t,
perlite,mine,Slovakia,2019,40000,t,
perlite,mine,Slovakia,2020,32000,t,
perlite,mine,Slovakia,2021,37000,t,
perlite,mine,Slovakia,2022,40000,t,
perlite,mine,Turkey,1994,250000,t,
perlite,mine,Turkey,1995,165000,t,
perlite,mine,Turkey,1996,160000,t,
perlite,mine,Turkey,1997,175000,t,
perlite,mine,Turkey,1998,150000,t,
perlite,mine,Turkey,1999,130000,t,
perlite,mine,Turkey,2000,130000,t,
perlite,mine,Turkey,2001,150000,t,
perlite,mine,Turkey,2002,150000,t,
perlite,mine,Turkey,2003,150000,t,
perlite,mine,Turkey,2004,140000,t,
perlite,mine,Turkey,2005,140000,t,
perlite,mine,Turkey,2006,145000,t,
perlite,mine,Turkey,2007,270000,t,
perlite,mine,Turkey,2008,270000,t,
perlite,mine,Turkey,2009,230000,t,
perlite,mine,Turkey,2010,230000,t,
perlite,mine,Turkey,2011,250000,t,
perlite,mine,Turkey,2012,800000,t,
perlite,mine,Turkey,2013,400000,t,
perlite,mine,Turkey,2014,1000000,t,
perlite,mine,Turkey,2015,925000,t,
perlite,mine,Turkey,2016,950000,t,
perlite,mine,Turkey,2017,1000000,t,
perlite,mine,Turkey,2018,650000,t,
perlite,mine,Turkey,2019,650000,t,
perlite,mine,Turkey,2020,1200000,t,
perlite,mine,Turkey,2021,1100000,t,
perlite,mine,Turkey,2022,1100000,t,
perlite,mine,United States,1994,644000,t,
perlite,mine,United States,1995,700000,t,
perlite,mine,United States,1996,684000,t,
perlite,mine,United States,1997,706000,t,
perlite,mine,United States,1998,685000,t,
perlite,mine,United States,1999,711000,t,
perlite,mine,United States,2000,672000,t,
perlite,mine,United States,2001,588000,t,
perlite,mine,United States,2002,521000,t,
perlite,mine,United States,2003,493000,t,
perlite,mine,United States,2004,508000,t,
perlite,mine,United States,2005,508000,t,
perlite,mine,United States,2006,454000,t,
perlite,mine,United States,2007,409000,t,
perlite,mine,United States,2008,434000,t,
perlite,mine,United States,2009,348000,t,
perlite,mine,United States,2010,414000,t,
perlite,mine,United States,2011,420000,t,
perlite,mine,United States,2012,396000,t,
perlite,mine,United States,2013,419000,t,
perlite,mine,United States,2014,451000,t,
perlite,mine,United States,2015,459000,t,
perlite,mine,United States,2016,513000,t,
perlite,mine,United States,2017,570000,t,
perlite,mine,United States,2018,510000,t,
perlite,mine,United States,2019,526000,t,
perlite,mine,United States,2020,493000,t,
perlite,mine,United States,2021,496000,t,
perlite,mine,United States,2022,520000,t,
perlite,mine,World,1994,1580000,t,
perlite,mine,World,1995,1480000,t,
perlite,mine,World,1996,1680000,t,
perlite,mine,World,1997,1840000,t,
perlite,mine,World,1998,1840000,t,
perlite,mine,World,1999,1850000,t,
perlite,mine,World,2000,2010000,t,
perlite,mine,World,2001,1710000,t,
perlite,mine,World,2002,1600000,t,
perlite,mine,World,2003,1600000,t,
perlite,mine,World,2004,1950000,t,
perlite,mine,World,2005,1950000,t,
perlite,mine,World,2006,1810000,t,
perlite,mine,World,2007,1760000,t,
perlite,mine,World,2008,1790000,t,
perlite,mine,World,2009,1650000,t,
perlite,mine,World,2010,1670000,t,
perlite,mine,World,2011,1770000,t,
perlite,mine,World,2012,2980000,t,
perlite,mine,World,2013,1970000,t,
perlite,mine,World,2014,2530000,t,
perlite,mine,World,2015,4380000,t,
perlite,mine,World,2016,5000000,t,
perlite,mine,World,2017,4650000,t,
perlite,mine,World,2018,4020000,t,
perlite,mine,World,2019,3460000,t,
perlite,mine,World,2020,4220000,t,
perlite,mine,World,2021,4150000,t,
perlite,mine,World,2022,4300000,t,
phosphate-rock,mine,Algeria,2009,1800000,t,
phosphate-rock,mine,Algeria,2010,1800000,t,
phosphate-rock,mine,Algeria,2011,1500000,t,
phosphate-rock,mine,Algeria,2012,1250000,t,
phosphate-rock,mine,Algeria,2013,1500000,t,
phosphate-rock,mine,Algeria,2014,1500000,t,
phosphate-rock,mine,Algeria,2015,1400000,t,
phosphate-rock,mine,Algeria,2016,1270000,t,
phosphate-rock,mine,Algeria,2017,1300000,t,
phosphate-rock,mine,Algeria,2018,1200000,t,
phosphate-rock,mine,Algeria,2019,1300000,t,
